,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,sandwiches_sentiscore,sandwiches_total_business_score
2077,0,0,_thYf8AQ5ylHvbBOjUhy9Q,this place amazing your mood great italian food this place very small dining area also patio they sell many italian ingredients when walk almost feels like store they have amazing sandwiches pizzas salads deserts this wont disappointed,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,42377.20462962963,K3FB2yrb7pHs7D6-MVlkDg,0,0.17812500000000003,0.54,0.002777777777777778,0.14999999999999997
2093,1,1,ffiH4UOgsm6oiElgVg4RWA,excellent place grab lunch with food ranging from cold sandwiches pizza lasagne this particular trip italian beef sandwich along with anti pasta salad food excellent usual also bought some fresh pizza dough pizza sauce fresh made mozzarella pizza night notch place grab bite,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42959.99056712963,sCyyxkPmxbEPkyPY1LvvGQ,1,0.23958333333333334,0.5729166666666667,-0.002777777777777778,0.14999999999999997
2102,1,2,D9A304Vqua8Zl8mvU9f7bQ,time long theyre open this great choice coffees sandwiches salads wine pizzas simple convenient menu watch their summer hours they were open before give stars,pyLRE5ESUbUyQu6tqlrW3A,pyLRE5ESUbUyQu6tqlrW3A,4,40736.91155092593,e4WRPoYQ2e7XAiDkY0M97A,1,0.15,0.5014285714285714,0.002777777777777778,0.002777777777777778
2111,0,0,5Z2aAASdwQbB7wnI4RvcKg,great pizza quality live music family members vegan ordered meatless sausage meatball sandwiches bite both they were delicious owner recommended original handmade vegan cheesecake excellent wasnt menu have,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,41868.15258101852,5oiZpxIVajFbXABNCYQ9sA,0,0.6622727272727273,0.8,0.0,0.022222222222222223
2112,0,1,Hsh9JFJC2mm0JcwJWdU7hQ,pita jungle easily favorite restaurant casual dinner take this location cutest atmosphere patio nice layout great pita jungle serves most delicious healthy food great price tried most things menu everything ordered been incredibly flavorful never heavy could here every husband limits once week sake budget sanity humus best town opinion felafel excellent pita lavosh sandwiches generous portions bursting with flavor pizzas wonderful tuna prepared perfectly side vegetables potatoes both amazing veggies steamed even come here diet order anything dare service generally really good having come here years have spotty service times generally when restaurant really busy when server clearly just norm,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,5,41528.596087962964,xR4engcg6Vm8xToBgKI5FA,0,0.5624999999999999,0.7125000000000001,0.005555555555555556,0.008333333333333333
2134,0,0,2EI6ELeiRQlYb_yfaw3e3Q,tried stumpys after recommendation from friend when moved into neighborhood nothing great things pizza bomb sandwiches fantastic think foodgasmed just over calzone tonight showed after ordering fresh delicious pizza place,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,42475.08740740741,hkNwGGWiRfZiLCnm7lJzUg,0,0.625,0.7875,0.0,0.05277777777777777
2160,0,2,MCl8apTG_ykQsCrO-h6jkA,defalcos spot sandwiches scottsdale love this place very good meats delicious sandys around some good beer here every again pick groceries take back home well pizza dough anyone biggest issue with defalcos consistency their very best this easily star sandwich however they have days happen have them often thats when sink your teeth into bready mess sandwich that leaves feeling totally gypped stars sure mostly though this place quality would recommend anyone over mill fast food sandwich shops around town,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,40203.83930555556,l_7FtKIGjqYXagtDjVdN7g,1,0.4640277777777779,0.5931018518518517,0.002777777777777778,0.14999999999999997
2179,0,1,DITzTAhNBKbveKhOfZxxYA,amazing meatball cheese steak incredible have tough time choosing between time pizza awesome well have pasta dish just cant past those sandwiches they always look really great store itself lots really great specialty italian items desserts salads case purchase always look fresh delicious staff polite friendly quick super efficient take family here whenever they visit everyone keeps talking about weeks definitely favorite italian spot valley little always extra side marinara with sandwich that stuff liquid gold never enough,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42298.82659722222,i3p-G5uu94S865snAkw3AQ,1,0.3397376543209876,0.5916666666666666,0.0,0.14999999999999997
2182,6,9,zLVT8bEkRkE48_nyTdqOkg,wonderful place little house converted into cozy indie coffee shop restaurant food amazing reasonably priced entire pastry case contains yummy things especially coconut cake dont even like coconut their veggie sandwiches pizza savory scones delicious they have coffee cocoa italian soda beer wine atmosphere adorable lots cute little rooms tons cute decor wonderful indie great attention detail check soon youll decked christmas,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,41622.83758101852,xR4engcg6Vm8xToBgKI5FA,8,0.32499999999999996,0.6838235294117647,0.0,0.03333333333333333
2201,7,8,eFJxe8gnL0gwH0dpPvWDHg,there things about mazies that just love like sandwiches expecially turkado exactly what sounds like delish breakfast burrito amazing covered gravy benedict plates okay hollandaise isnt favourite eggs arent poached face everything else have there been pretty amazing breakfast pizza like your eggs runny order them sunny side over easy eggs were overcooked also love sweet potato fries here favourite wait staff always super friendly always quick pick plates refill glasses love ambiance lovely little signage hanging wine rack wine little youll feel better thought that really theres much else about mazies that hasnt been said cool place grab brunch watch some football,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,41255.73582175926,sB9W6Tbr1A-ERfUXwJxirQ,7,0.34500000000000003,0.59,0.005555555555555556,0.016666666666666666
2208,1,2,m9OrlfGYZ0wy1u6BloNrTg,vibe exuding from this place pure awesomeness reminiscent trendy hipster coffee joint this actually casual vegan restaurant pescatarian unless eating seafood steer clear meat even mock kind usually however once while delicious here green thought menus style comfort food which know traditionally heavy meat sauces content least youre going with organic pure ingredients wanted sample much menu possible lovely friend fiance shared items artichoke gratine corn chips were amazing lightly salted crisp garlicky runny liking bites this could myself eating entire thing solo spicy buffalo wings first things first looks dismay true looks gross they taste legit flavor buffalo sauce perfect although could have been spicier cucumber ranch dipping sauce perfectly creamy lightly flavored overpower wings this dish must vegan chili fries fries thin tasty chili sauce good first quickly sick flavor this could because never huge chili even back when meat think better ordering thyme fries crab puffs perfectly crisp with delicious creamy filling another must lastly friends fiance ordered that days special which green chili burrito delicious huge much rice besides that great option came with side which ordered curry pasta salad green serves bowls sandwiches pizzas salads next time back area will checking more menu when craving meat usual tofu seafood veggie diet might service friendly perfect place casual friend date,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,4,40630.82445601852,nabJKapjKahYfTtnBDG6JQ,2,0.22692857142857148,0.565404761904762,0.0,-0.002777777777777778
2268,0,0,pLzWhjXJ29-clvx-1KNBUw,came here tuesday night dont know where this place your looking then will pass upits right next humble very cozy vibe patio good amount people enjoying this wonderful weather service good waitress elaina know which beers they were when they didnt have wanted quick suggest alternative which just good ordered calvano jive turkey calvano good almost like eating pizza just elaina told sopressata artichoke chunks local tomatoes peppers good cheese compliment chibatta bread didnt jive turkey since cream cheese either that cottage cheese hell dont remember said good sandwich both sandwiches were accompanied side salad that came with dressing dont know have option choose something different which thought great choice best part about this place music never been place like this that plays dont mean that cookie cutter bullshit thats radio talking about beastie boys pete rock smooth dtmd love bonus props them playing this never heard music played anywhere player some serious underground read real heard couple pete tracks while there didnt occur that restaurant playing tracks pete second entitledthe main ingredient well played guys well played beers sandwiches total came definitely back bringing friends with,MgHWbwuxxb_txhI3lK_bKg,MgHWbwuxxb_txhI3lK_bKg,4,41199.21806712963,,0,0.31845695970695975,0.5037774725274725,0.002777777777777778,0.002777777777777778
2278,0,0,RjiTZTUcsrfS_Z_FoMMRvA,visit this corleones regularly absolutely awesome looking authentic east coast sandwiches pizza cheesesteak experts will disappointed pizza stellar service always fast friendly excellent highly recommend corleones youre north scottsdale there three additional locations mill tempe camelback tatum shea,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,5,41476.07894675926,s3TfT2QyHwfP-7UTRB3f8A,0,0.34187500000000004,0.67375,0.002777777777777778,0.002777777777777778
2333,0,0,eAsQX3m5VoIuiiKcnTBshg,absolutely must luckily have friends live close always order bring home amazing pizza outstanding sandwiches cannolis from east coast this closest philly food that have found valley,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43273.86880787037,q0iJU_xYeVnkBdLk31OtQA,0,0.35393939393939394,0.8016666666666665,0.005555555555555556,0.14999999999999997
2380,0,4,KyVIyifdC590xrCTHpwJKw,after working area years finally checked stumpys suggestion friend missing place small frills they churning some huge sandwiches with quality ingredients some delicious looking pizza while including drink chips sounds pricey sandwich easily cover meals while waited order slices pizza coming oven where huge they thin crusts were piled high with toppings almost wanted change orderbut guess will just have come back another,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,40954.981886574074,NFgvM7LMx5Ocsxr7J2_sVA,0,0.09484848484848488,0.6703030303030304,0.0,0.05277777777777777
2406,0,0,xwyPPRPvQzlbqNY-jLP8QQ,recently medical department treated tastiest pizza ever from nobs warm chewy cheesy fresh filling only describe this delicious pizza after checking their online menu really looking forward trying their sandwiches salads next yummmy,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,42572.13722222222,LquzHxtnLf2d41v70sSC7g,0,0.19999999999999998,0.5375,0.0,0.03333333333333333
2424,0,2,vX6ooWIvOdJSEM5M0d6rsw,nobs cozy bungalow with fireplace very relaxed atmosphere lovely outdoor patio sometime live jazz which quite nice friendly staff vast menu soups salads sandwiches pizza appetizers smoothies baked goods teas bottled sodas beer wine well kept clean food always fresh each time gone complaints food always delicious blended your home with bakery diner youd have nobs only minus think their parking situation very limited there places park across street,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,4,42278.159421296295,ZXSNzKI638WQ3x5iKgM-ug,1,0.2373210123210123,0.6373626373626373,0.0,0.03333333333333333
2433,1,1,8y-2_f4bcmOewjdq3cqfdQ,minus star amount time took there just before lunch rush still took awhile patio cant comment interior loved that they misters outside nice touch oreganos menu huge pizzas pastas sandwiches went with midday rush slice pizza extra toppings slice pizza actually large slices what value loved thin crust added caesar salad very good fishy their garlic bread delicious well wish have tried garlic cheese bread server even offered refill nice touch,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,4,41037.99318287037,hjuV6w6AzKTaD1SzT72xSQ,1,0.3853571428571428,0.6507142857142857,0.0,0.03333333333333333
2474,0,2,F75vPO1ra43srcyjFEAMBA,been going here years best italian spot know arizona fresh homemade pastas cook home pizza sandwiches deli anti pasta sorts side salads tried almost everything delicious everything super fresh theyll make anything want always tasty italian experience with great local business feel everybody brought here great experience well only thing that tough gets super busy popular times tough seat want there other than that have complaints,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41476.1103125,-8KyX-3VrqGuHeQWKDJxxg,0,0.2743464052287581,0.5514705882352942,0.0,0.14999999999999997
2553,0,0,gyzAYHS1-Q9__LtCJTb_Wg,pizza good service great hand tossed cheese pepperoni lots people getting salads pastas sandwiches looking forward trying some more menu items,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,42827.49488425926,h7XYi_qPGTE95Hz4nzKjvw,0,0.6666666666666666,0.6166666666666667,0.0,0.022222222222222223
2602,0,0,wfZs4IjDPuzKC5WF9M2yrg,authentic italian pizzas calzones sandwiches excellent spirits pricey overall great experience,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41539.65920138889,c-UMJc4Rv4foUc-mtAmQ1w,0,0.45999999999999996,0.5,0.0,0.14999999999999997
2667,1,0,sZlYH5sFNQZOz-le5Eh4JA,isnt this cutest place perched corner found them yelp glad super friendly engaging immediately found myself happy here while sandwiches looked inviting opted pizzas spicy paired with local dark beer meal complete pizza pretty good with both sauce crust done well only note more sour note specific small live band where singer butchered steely sorry singing notes louder does them tune reprieve following songs give them direct feedback music will still recommend them,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,4,42715.846238425926,fcxG-pGIol1DX_qCC45ukw,1,0.1655103668261563,0.5469298245614036,0.002777777777777778,0.03333333333333333
2693,0,0,AYOz0itZx8AhogKVtrMvLg,best pizza there wings great sandwiches great dont forget rice krispie treats theyre only there some days,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,41758.067453703705,Ib9zhpv7Mimfho4s0-UGlA,0,0.65,0.7,0.005555555555555556,0.05277777777777777
2698,3,4,iCZ_GRAhIAml0zvFI8EUog,came first time because nice reviews left appointed gusted approved dained people were terrible place mess help service being first time then when went down floor over ended having jump around outside apparently bathroom overflowed employees probably should have been closed food nothing special actually below average ordered their sandwiches missing items that were supposed mention they forgot even make them make pizza ordered soggy greasy devoid flavor napkins silverware provided nobody bother check customers tables were disgusting cleaned them myself with alcohol wipes time there noted other customers also experiences maybe still unacceptable just worth money time that kind experience never again,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,1,42526.862858796296,wmdolGzFeMYlNT9UepIwEA,2,-0.03149540517961571,0.3856307435254804,0.0,0.14999999999999997
2708,0,0,KVcmcsOjBwfB7XzeWoxIAA,have been going devil long remember huge pizza eater telling love devil pizza just cheese pizza because absolute favorite they have many options vegetarians vegetarians from pizza salad variety sandwiches more they also have went york last year hoping taste great york pizzai found york pizza nothing like rdpersonally impressed with recommended pizza places yorkred devil really much better,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,5,43282.10701388889,0VYunENew1m2DVL6pk_nBw,0,0.44090909090909086,0.646969696969697,0.002777777777777778,0.002777777777777778
2726,0,0,LmK-W3GRxbamrMhKeHkCCQ,absolutely awesome food recently family move phoenix husband found this pizza great great variety sandwiches salads service also really great very friendly,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,42769.65856481482,3pJywFJpUlX13j8RALn6OQ,0,0.6479166666666667,0.6916666666666668,0.008333333333333333,0.05277777777777777
2728,0,0,aVQe_bR5s5tYuEYlGB5UTw,yorker loves deli this place perfection they have your favorite italian dishes sandwiches pizza best deli valley hands down,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43118.06109953704,tjyoSa_p8DEMP_Qdt712QQ,0,0.3361111111111111,0.39722222222222225,0.005555555555555556,0.14999999999999997
2730,0,0,oiICIZtwfgFOR8u8gN4qow,oreganos runs cold book great meals here pizza mostly also fair share bland pastas spectacular sandwiches keep coming back however because friendly place their quirky shirts todays read legalize marinara servers always smiling they about their business most everyone goes make sure youre having good experience today instance promised donation dozens empty cans school which work back hoping deep dish pizza soon,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,40601.18864583333,cvk-083U6UMNdNOboQ7dKg,0,0.2538888888888889,0.6181481481481481,0.0,0.03333333333333333
2755,0,1,s1f-gFj1gW_QsFq2rbxsBg,fieri never steers wrong direction went here this particular afternoon after watching previous episode triple since were phoenix metro area just when walk into this place look like little pops grocery store when back where deli like slice heaven back there they have this huge menu that choose from with pastas pizza cold warm sandwiches desserts ended ordering veggie lasagne pizza bianca fiance decide know little more pickier than when comes italian would ordered spaghetti meatballs sandwich filled with lots goodies finished with side heartburn lasagne excellent veggies were fresh crunchy sauce definitely compliments dish very well pasta think even fresh pizza bianca basically margherita without sauce ricotta cheese ricotta fresh definitely distinguish freshness crust nice crunchy fresh basil tickles your taste buds take each bite your pizza what stole meal desserts ordered their chocolate covered cannolis simply amazing tiramisu there words cannot describe wonderful some really good tiramisu over years will this best entire life ladyfingers were spongy marscapone good just couldnt stop balance layers flavor left only wanting more unfortunately stored tiramisu overnight hotel tucson next only discover wonderful late come back more next trip will definitely coming back more items menu overall really enjoyed everything only downsides think really like restaurant busy really worth wait here addition forgot mention staff here really takes customer service very seriously everyone super friendly very patient when explained them first heard about guys from triple never once felt like they rushed unhelpful with questions,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,41667.13186342592,f81N0bpfSC2KmJzTHrcysQ,0,0.20648148148148146,0.5072530864197531,0.0,0.14999999999999997
2766,0,1,Xq7RQD34QLUrAd7ySw6D-Q,hubby were looking place dine recent friday night week been long were weary quick easy plan found stumpys yelp couldnt resist opportunity place with such name plus pizza favorite food group space very they were quite busy while were there ordered pizza split grabbed table workers there were friendly seemed genuinely enjoy being there even late friday night everything smelled wonderful drooled over couple sandwiches came quickly just right size sharing crust crispy with chewy ness quite thin crust thick crust either flavor sauce good overly sweet spicy happy medium amount cheese toppings just right favorite pizza time think might pizza phoenix,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,42100.94231481481,u983waQNfELaYSCuEvOugg,1,0.2641156462585035,0.6109410430839002,0.0,0.05277777777777777
2781,0,0,gnp6AmuEYijGapvSmO0zcg,been going defalcos years love this place didnt live work near south scottsdale many years just rediscovered this place when moved back east valley lucky close again food always fresh delicious many things from here pizzas subs dinners wonderful sandwiches,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43244.65068287037,fpKhwqETWgnBj8ZfLZqLTg,0,0.4369696969696969,0.5833333333333334,0.002777777777777778,0.14999999999999997
2798,0,1,uTqcRr1MNAduh8xtpgaFiA,here wanted some grub while running errands pizza buffet special bucks here grab quick lunch shouldve looked pizza salad beforeand honestly felt little lame after left this area realized many other places there this alone potbelly sandwiches capriottis andale name fewbut just wanted pizza anyways paid went buffet pizza sweaty cheese like been there awhile there were salads they were already mixed tossed with massive amounts dressing gross waited they pizza couple pieces that called quits there werent people there guess werent such hurry wouldve these clues together just skipped this place together,CVgkAFbaqMblKcZq5GIitg,CVgkAFbaqMblKcZq5GIitg,2,42228.92667824074,OvYN86BmZyP87SaTO7mHkQ,0,0.08149801587301586,0.48720238095238094,0.0,0.0
2815,0,0,HukCmcsyH0oBwQRCZ_DjWg,monday since spinatos closed didnt feel like sinning satisfying craving pizza with local competition ordered medium with bacon pineapple this place makes good sure probably earn some saying nothing super special heard sandwiches calzones good sure give second that saying nothing special then stars this place quick inexpensive only slightly more than chains customer service awesome much personality they made want come back over over again sure werent other local pizza chains that stole heart first probably would crown this local pizza place,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,40924.09104166667,gpGaRoTDuEMBIQbiMt2XDw,0,0.2957251082251082,0.4856601731601732,0.005555555555555556,0.05277777777777777
2840,0,0,4Bo7PouaFn9bOzSP16G99g,work neighborhood part routine give stumpys visit every monday good enough keep coming back every time they have wide selection toppings pizza good variety sandwiches thats your thing pizza myself made fresh right front with quality ingredients somewhat pizza aficionado always recommend stumpys anyone enjoys slice then,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,41810.81344907408,rPS5UiiVkiZVjS8a_L0T4Q,0,0.2693877551020408,0.4479591836734694,0.005555555555555556,0.05277777777777777
2886,0,0,ma45BB8mGAyWohBAxMFSGA,impossibly good italian deli middle desert huge sandwiches most incredible bread youve ever outside someone here times period feel especially compelled tell about their cheesesteak shit easily most decadent flavorful cheesesteak very long time live minutes outside philly still disbelief that they could pull something like that yours soft roll should also mention sausage peppers onion sandwich which really good suspect they make their sausage which elevates them superstar status book chicken parm sandwich dinner both equally good meatball sandwich deserves honorable mention well dont cold subs ones coming kitchen looked huge tasty perhaps will their pizza next time town,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41012.06612268519,L0yksjKsJrvY6CBGGuX70Q,0,0.17856818181818176,0.5359999999999999,0.0,0.14999999999999997
2908,0,2,DrS1RiwNuO70-Ir1u4lAmA,went when first opened grabbed couple pizzas take home they were good turns loved rueben pizza sandwiches another time called they said they gave time pick order still waited another minutes called couple weeks around they told they just closed because slow tonight called have couple pizzas delivered told they dont delivery explained that menu they gave last time says take delivery responded that they dont have enough people there people with cars theyre doing seems every time order theres another reason theyre unable provide pizza theyre just absolutely unpredictable,YDZRlB762hEebm2OyZISiQ,YDZRlB762hEebm2OyZISiQ,2,40213.0940625,EPounL_Initdst8TIL-8VQ,0,0.0648148148148148,0.47777777777777786,0.002777777777777778,0.002777777777777778
2972,0,0,NFs0azMbNXPuHjNtKU8xqA,town nascar race from this place from local resident recommended this place disappoint exceeded expectations ordered italian cold sandwich four cheese lasagna which were fantastic place quaint italian market market offers wide range sandwiches pasta pizza when area this must place,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43168.92300925926,sS_nqYLRkBVXImDhR2ijEQ,0,-0.028571428571428564,0.32857142857142857,0.0,0.14999999999999997
3059,1,1,_nt2d5ZgDd0RV4sYB67H4g,anyone else notice once roll weekend around nearly impossible find some good breakfast food those dedicated breakfast spots good just give willies thanks yelp pointing direction mediocre maizies which seems consensus around here well khamis thought scored time found favorite before even received food brash statement maybe chalkboard sign greeting door with mimosas brunch until sundays were really hungry maizie filled woke that particular sunday wanting delicious breakfast burrito maizies will admit needed little something something inside probably would have been great with that vegetarian omitted khamis build your omelet scramble that came with potatoes toast looked good menu sounded awesome like sandwiches pizza most intrigued happy hour discounted apps blue moon draft people enjoy interior almost that trendy familiar aesthetic different enough unique sunny patio reminded joint diego amazed totally through sink bathroom apparently burger fries mondays this excludes house made veggie burger sadness least maizie said regretfully that wished could cant,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,39832.84653935185,6JzVhqFvPUPs8iQFpzkCEA,2,0.28194444444444444,0.6549382716049382,0.005555555555555556,0.016666666666666666
3082,0,5,HKwV6AtgFboLclJWjsF7Fg,officially happy place yummy homemade cuban food mile from house worker headed over here lunch name would indicate buffet order anything buffet main dish other standard items available daily cuban sandwiches didnt these today they looked just like ones that sucked down miami plantainos maduros yummy caramelized plantains tostones smashed plantains fried little fritters good flan there little before noon place full crowd families suit types were greeted friendliest staff headed free table menu prices buffet vary they closed mondays take sold pound eating definitely best bargain this first visit each decided have buffet ensure sample much possible main buffet around items tried following pollo frita fried chicken fricas pollo sauce chicken both were juicy tender estofado jaudinera pulled pork with vegetables tomato sauce puerco asado unbelievably good roasted pork tender juicy with just right amount flavor yuca root served large slices tender yummo gris black beans rice frijol colorado beans addition they additional rices menudo little rolls these were only things that were somewhat generic soup thought this there smaller buffets with fresh fruits tossed salad with deserts which didnt even because were full added tostones smashed plantains fried little pancake like fritters plantainos maduros caramelized plantains that dusted with sugar sending them right over edge gastric heaven think these were each extra ended meal with cubano coffee mine lech flan really some best that have dense creamy with just perfect amount caramel sauce think coffees were each flans were well worth investment perfect ending wonderful meal lunch about each could have gotten under each just stuck buffet they have decent selection cuban latin drinks coke products pretty sure someone with corona they must serve beer well this place used pizza doesnt appear have gone through much updating dont expect much form atmosphere food really good fancy more like would someones home very clean wait staff extraordinarily nice they knew hadnt been there before kept asking everything questions half hours after entering place rolled ourselves back heat vowed back soon were full that would have been more comfortable they wheel barrow service that could have ported cars cest anyone there looking good alternative havana please check this place food isnt fancy schmancy very good authentic mama does cooking latin music background will have your toes tapping throughout your meal,ugmEOPSDyuKST64jXHZtVA,ugmEOPSDyuKST64jXHZtVA,4,39637.94758101852,dLWDy4yzVzMQuhjoEcRO0g,3,0.2659384572542467,0.5142007797270957,0.002777777777777778,0.002777777777777778
3097,0,0,tygnJjMC-I8SuZReGvDqAg,when moon hits your like pizza thatsdefalcos hard find good deli after living york years almost impossible find that matches with apple walked first thing come mind where order walk grocery store main focus with italian spices snacks best part wine filling store wasnt sure what ordering counter sandwiches very back mistaken deli counter right next though after looking selections assured that back that selection ranges from multitude sandwiches basic italian pasta dishes always nice have meander through menu when hungry along with people with order placed prices seemed very reasonable also were able order beer from counter ordered italian sausage sandwich with roasted peppers friend chicken parmigiana other copied order with cheese dining area very simple designated tables while other areas happen have tables areas throughout store down amusement they three flat screen people watch sports playoff time took championship game food came rather quickly when guys from behind counter came called number note keep your receipt after getting because they right your number into sandwich like ethiopian into sauce wonderful rich flavor certain spice that brought perfectly cooked peppers sausage sausage perfectly cooked dismay there only sausage have admit love italian food might little soiled time york hoping little more friend chicken parm take little sample sacrifice good yelper would give major thumbs sauce good chicken good pasta good little jealous dont wrong sandwich awesome defalcos great place quick bite even intimate evening couple doesnt want hassle restaurant food good though might have issue with portion size that could just being large wanting more good thing would also recommend defalcos those would like make romantic dinners home italian food very easy make could deny lady tramp wonderful representation italian romance thing sure this tramp would take lady defalcos,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,39837.73957175926,ASlyO2QB0AjDxzVksC4_4A,0,0.21595679012345678,0.5439002267573698,0.0,0.14999999999999997
3141,12,11,XpRPWXsIUyEohm9LXsUc3w,this place reminds mullet business front party back front this place characteristics hardworking economically priced noteworthy bagel bialy business back they have full blown totally stacked party time baby york bagels bialys cracks life will never understand this place nybb eerie combination bagels booze totally random wall just like personality probably enjoy this place know hard judge this book cover their bagels bialys favorite circular delights valley never even heard bialy until matt randomly stumbled upon this spot hung over morning came realize that bialys awesome instead getting boiled before being baked like bagel bialy skips boiling part just gets baked their bialys come almost same flavors their bagels nybb does breakfast brunch really well when used live came here almost every weekend first they make really great nonfat lattes mimosas road rash bloody marys coffee around depending what espresso drink desire cheaper tastier than starbucks from breakfast brunch menu favorite dish veggie omelet omelets pretty delish they have every ingredient combination imaginable whites following sides bagel bialy cream cheese addition your choice home fries greasy deliciousness cottage cheese french fries tomatoes potato pancake also recommend house breakfast specials bagel with nova breakfast burrito filling wont make feel like oinker they also have bagels with cheese bacon sausage oink oink never been here specifically lunch dinner have tried pizza bagel from their lunch menu brunch they start then your toppings cents each made garbage here friends just deliciousness note only rating this place breakfast brunch happy hour theyve sandwiches salads regular pizzas nachos quesadillas chopped liver bagels potatoes gravy macaroni cheese desserts made from scratch soups smoked fish burgers they also cater basically they accomplish much with just restaurant food wise your best stick bagels breakfast menu pizza bagel desserts look good then after finish business usual breakfast come back only does this place change name rush evening they also party started with domestics from during their happy hour your buzz will buzzing with wine champagne premium spirits cocktails whatever your little heart desires nybb cheapest breakfast spots found wait staff ensemble does consist crazy cast characters they little different they provide excellent service everyone here enjoys engaging customers conversation therefore instead giving yourself mullet please send pictures just come here nybb business front party back without having your hair,ncXQtqJT5Gk1QztwTrBrgw,ncXQtqJT5Gk1QztwTrBrgw,4,40471.707766203705,SMcA6UByQkgTcliNObM1-A,10,0.16174242424242427,0.566923076923077,0.002777777777777778,0.002777777777777778
3156,3,1,PkKA3cMbpPGukNWpNPSmGA,based high yelp reviews recommendations from others finally decided this place after waiting line minutes ordered italian combo waited another them prepare went this thing same horrible youd subway jersey mikes franchise start what they call toasted just warmed roll same yellow grains bottom that cheap pizza chains prevent their genius cooks from burning crust actually corn meal should never used bread since disgusting puny amount meat used their laughable asked italian dressing they must have barely teaspoon know shouldve just tossed this thing window hated idea wasting bucks took first bite nearly choked that enough into trash went along with zero flavor dried brownie ordered recommend this place sandwiches deserts perhaps pasta good taking chances only reason give star that their napkins nice high quality thank goodness needed something strong absorbent hold brownie that spewed ciao defalcos,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,1,42464.141597222224,Q7dqyvvOYwjRf1qjZwLbCg,1,-0.032463768115942045,0.5259420289855071,0.002777777777777778,0.14999999999999997
