,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,food_sentiscore,food_total_business_score
805,0,0,va57g6vaCqHecbw1xNUNjg,although service charming ambiance lovely food disappointing roasted olive appetizer wine selection good three entrees salads were good pizza cooked frisbee hard disk diavolo pasta mushy shrimp fishy chicken pasta hard balls stuck together noodles rubber bird meat time spare would have sent three entrees plus salads back kitchen many choices downtown skip this,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,1,42800.150509259256,CXf4RgSVLA-3tAQaymFyiw,0,0.13166666666666663,0.6183333333333334,0.00031635558367605187,0.014552356849098384
806,0,0,AOwA-2SH9dKbvpLsPUwtyA,best cheese pizza price hands down wings good fast deliverywhat more definitely inexpensive good food,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,5,42286.97659722222,ac0GBBe3vef-cz3S8I9iZQ,0,0.42063492063492064,0.4841269841269842,0.0006327111673521037,0.0034799114204365706
812,1,3,VAfwR01oRMFEzjJZ10uGmQ,although been accused being indiscriminate pizza critic never pizza didnt least like grazie just about best thin crust pizza around bianco wait times seated outside near fireplace under twinkling lights order emiliana salad margherita toscana pizza enjoy been there both lunch dinner more than times have nothing praise consistency quality both food wait staff atmosphere outdoor indoors little loud stuffy sure save room dolce della casa dessert calzone filled with chocolate hazelnut sauce nutella banana smothered vanilla cream note youre doing sugar thing order bruschetta pomodoro appetizer little carb heavy youre eating pizza crying loud,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,5,39884.75074074074,470S4xV3iv1Ol8K7rCPPgQ,2,0.10833333333333334,0.5659259259259259,0.0,0.01866497943688707
825,0,0,nPDJ6xMgwVUF1VhHmbeIIA,cant enough about meal here from start finish pleasant enjoyable dining experience friendly attentive service delicious food three shared bottle wine caprese salad biaggio carmela pizzas taste their homemade amaretto wonderful homemade crust notch toppings make bosco special place they seem brisk carry business they also have portable wood fired oven catering wish lived here could regular,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42096.72269675926,MCXs6D9C3ZmtdYcgrlpbdg,0,0.48505291005290996,0.6794464794464794,0.0006327111673521037,0.034482758620689676
831,0,0,L1NgKE5-7rvpBP43W4dMjw,love pizza atmosphere here food always great staff very welcoming have been coming here years turned into very version cheers,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,42413.7737037037,dZHZtpLgOYVUDq1Fm3i93A,0,0.425,0.48750000000000004,0.00031635558367605187,0.02435937994305601
832,0,0,vwRK_0cGKEAi4PLQZLdC0g,love coming here quick lunch tanya favorite server takes such good care customers they have good selection food from pizza sandwiches appetizers wings more,w6frk94BwGwxenre_zeXUg,w6frk94BwGwxenre_zeXUg,4,41909.97149305556,xbKjuVh3LR_O7B92HSczPg,0,0.46190476190476193,0.6142857142857144,0.00031635558367605187,0.004112622587788674
834,0,0,7Ic-ueoZhBZ42CVQ64D_WA,found this little chance driving years after hours driving back from laguna like places opposed chains this staid charmer will keep loyal customer salad guacamole starter which comes crispy cheesey garlicy flatbread pizza honestly cant remember italian food tasting darn good place packed they offer curbside delivery just because they love their customers want them happyhow cool that jack shirley still this they even gave free cookiefor giving them mention this huge warm oven cookie come sealed little with cream knew,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,42739.00699074074,AdqEZU4fiUakYN4jE8bjJA,0,0.2923611111111111,0.5736111111111112,0.00031635558367605187,0.032584625118633366
835,0,4,YJND4nLdFrQP5t81yKvDYQ,chris bianco among concerned that said italian restaurant leaves flat portions miniscule pasta maybe just never feel right paying pasta what terrific that much more terrific than what couldve made home probably going splurge cuisine going sushi indian pizza suppose thats what loved about pizzeria bianco felt like were getting best pizza country song italian restaurant like that also service wasnt talking minute gaps between seating drink orders food orders well back maybe like dave review below itll better hope,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,3,40973.336168981485,SfRsElsYGxIwuCjSNfNMjA,2,0.26915584415584415,0.43279220779220773,0.00031635558367605187,0.029737424865548902
843,7,5,i-tJyYMH74gApqklFQ25og,oreganos tried kill putting food coma value charts amount food price ridiculous easily make meal stretch into three four tastes good service really irked though never eaten oreganos before didnt really know deal apparently everything menu except salads takes approximately minutes cook seriously lunch women baby took over hours thats just insane when someone would order something server would know that takes about minutes right actually didnt thanks making look like idiot though appetizers then salad then pizza entrees mostly shared everything because portions time cook server never offered clear steady growth dirty plates when asked clear them didnt bring plates silverware when finally clear some things held plates over babys head mean jesus christ have some awareness yeah food good worth time crazy amount calories,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,41029.7791087963,FaAb-CoKW4xDvLTSPtEbgw,4,-0.018477182539682547,0.5134672619047619,0.0006327111673521037,0.032584625118633366
848,0,0,ncJZQvo-V8HhaJG58AJv8Q,favorite pizza every single tried been spectacular alltime favorite currently topped option like pizza side salad strawberry salad fabulous along with cheese perfection casual atmosphere excellent staff yummy food make this regular haunt,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,40314.97355324074,allXi_P8HX-TuFHtSIU_MA,0,0.2698412698412698,0.7175417175417176,0.00031635558367605187,0.02435937994305601
852,2,2,6Ldd1ur0-FNMOoqFA04_Ag,first this tallest restaurant ever been second they give pretty generous servings beer ironically tall glasses their wines pretty good third bierschs brewery eatery when comes down really just fancy version minus flatscreens projecting latest sports event food isnt that great most american food restaurants within nexus tgifridays scale fancy version tgifridays being best normal tgifridays being just tgifridays poor mans tgifridays being something like dennys this spot falls into fancier version tgifridays picture ordered veggie pizza which literally thin crust pizza that someone dumped bowl spinach after came oven jock understands vegetarian eating fourth staff really friendly ultimately really busy because theyre understaffed probably related nations clusterfuck poor house think restaurants make sure that customers seen fifth their food overpriced what sixth this place isnt that just soul what burger drink watch game maybe combination three seventh youre diehard about this place some point your dining life your idea class probably something along lines drinking champagne hooters,aVkVDJ01OgvNwhlCUz_bng,aVkVDJ01OgvNwhlCUz_bng,2,39881.049363425926,Oay68SoCl5BcM4XAbt47zw,2,0.1549768518518519,0.4650462962962963,-0.00031635558367605187,0.002214489085732363
854,0,0,r4sGWs8vXyI_CRCfm6wGqw,food overpriced didnt taste that great burger plus side crab cake salty wine wife chopped salad with chicken they forgot dressing need revise your menu with better items pizza ribs good degrees reduce pricing drinks food soon will going dinosaur quicker than think early enough make these changes back portion customers have feeling your rent high your margins barely clearing,xS5HGqgk0KY2jFWU-l_nrA,xS5HGqgk0KY2jFWU-l_nrA,2,42988.788298611114,0Pfv2m1I_D7sDEojRPF63Q,0,0.19,0.47111111111111104,0.0,0.0006327111673521037
856,0,0,tpdRmFPfAfAMHZMsrep_xg,what expect from chilis never great food always good food consistent when traveling chilis always know what expect realy like chips salsa though daughter always gets kids cheese pizza looks disgusting loves talked waiter said best seller kids menu guess they know their market chicken fajitas menu good chicken little bland guess what would expect from chain trying satisfy tastes over,iXTl2p0w4Fnv8wZNeOEbhw,iXTl2p0w4Fnv8wZNeOEbhw,3,40972.758263888885,chUAlljupwCAQktDh0b2xQ,0,-0.030416666666666668,0.6733333333333332,0.0006327111673521037,0.0006327111673521037
857,2,2,GrfpdScTzRhLJ6bAiWVl3Q,have dined here twice both times food service excellent their pizzas very good agree with everyone garlic fires onion strings good stuff only disappointment second visit when server brought change bring coins instead pocketed much principal thinggive correct change,aVkVDJ01OgvNwhlCUz_bng,aVkVDJ01OgvNwhlCUz_bng,4,40819.69027777778,QwGlUbl_EdcRkaXxwVwBLg,1,0.3157142857142857,0.5685714285714286,0.00031635558367605187,0.002214489085732363
859,0,0,sWBnFoFXfk7ZoaCjwnEDQA,other time great during lunch time total anarchy people dont know where line there unused registers have more people packed into very small area about size large bedroom people very pushy with each other building security doesnt respond because technically property responsibility university phoenix there also problem people stealing food they walk past registers where supposed order then hang behind food lines until nobody looking then when chance they just line take sandwich pizza actually caught handed today cursed worker racist uofp security helpless they didnt even have access camera footage register line there random gaggle people nobody knows next sandwich line they take many peoples orders have squeeze next each other like sardines meanwhile salad line have wait minutes employee show make your salad they dont have manager freed manage customer flow security guard going stop going here that saying because only place lunch corporate park madness update tried walk there today beat crowd still madhouse hear people asking each other line this point couldnt come back here lunch,jAO8qYbiYZNbmhK8Knr9Mg,jAO8qYbiYZNbmhK8Knr9Mg,1,42236.32640046296,vNPaXNovbLy2-LZQxFkPwA,0,0.011394557823129248,0.3761224489795918,-0.00031635558367605187,0.0006327111673521037
862,1,2,j_I-rJNwhFJevIPPQMfFmA,ever stuck jungle with only meal want wrap from pita jungle only meal tasty good took forever finish didnt even come close went with spicy chicken wrap spicy marinated grilled chicken brown rice mixed beans tomatoes squash zucchini cauliflower broccoli bell peppers onions late eating dinner decided pita asked them wrap lavash instead what creation chicken perfectly seasoned veggies were cooked mushy beans rice added depth gave whole thing texture lavash crisped perfection burnt thing swinging vine with huge menu choices everything from burgers pizza salads starters place this jungle check nutritional facts online youd like make healthy decision which pretty easy there tons options good food reasonable prices tarzan would proud,U_x3Ryer88VwUlqa71Np-g,U_x3Ryer88VwUlqa71Np-g,4,40416.653182870374,JUT0U3HTSB3kz9Wh7N0GqA,1,0.13725490196078433,0.7284313725490197,0.0006327111673521037,0.002214489085732363
866,0,0,rfh0MK1Tt2IC92__QPJ4NA,they that good things come small packages hard imagine much good such tiny place tiny tables inside will seat people total there bistro table seating each space more which overlooks kitchen this space about size single garage since youre sharing same room kitchen expect home smelling like food small food makes worth duck pizza which comes with apple demiglace wonderful crust companion dijon tilapia both were outstandingly tasty youre someone prefers hole wall with excellent food this worth trip with seating only people make reservations well advance,pKiSzUlBBRNEdTML24piXA,pKiSzUlBBRNEdTML24piXA,5,40915.14104166667,soxGt8LLmlVmhS8pRpPqbg,0,0.22982804232804233,0.5392195767195767,0.0006327111673521037,0.007276178424549194
867,12,14,GnCKkt7ViF47RY9Q53gX8g,service slowwwwww attentive hostess wanted worse table booth next restroom thanks waiter took forever stop friendly helper busy forgot bring boxes garlic fetuccini will leave with dragon breath they take alfredo menu wont order this again rest food pizza salad appetizer rolls average downer service,MVg8_dWzoCtGjBvWCatjjQ,MVg8_dWzoCtGjBvWCatjjQ,2,42882.43787037037,uEvusDwoSymbJJ0auR3muQ,14,0.07499999999999998,0.41428571428571426,0.0,0.008857956342929452
868,6,6,QW9a9G9X7KAciMlhQDTH3Q,knew coming down bend eventually jefe must review hefe drink have eaten here looks like pizzaz filled gringo ized mexican that youd come expect douchey started bros from scottsdale just skimming through menu just exemplifies many horrible mexican food options actually have here arizona like american style chinese places around each corner same same with that said drinks were tasty separate margaritas here best being house margarita enjoyed flavors which were balanced between sweetness crispness booziness enjoy paying however margaritaif want spike hair surfer voice collar head down bangin club scottsdale were talking here mill nope rather couple other places that type coin then again flavors mixed well atmosphere service atmosphere what earns this place bulk stars transitions better than bulk restaurants have seen from lunch spot into club spot finally into full nightclub good them chameleon thing works really well happened enjoy latter versions quite well with friends with music blaring loud into heat night just weeks back slouch dropping some good mixes allowing booze influence white dance moves well service quite poor here however girls just there candy they dance seating areas once transitions into nightclub seem fully care that this their during other portions night girls tending literally phone looked smiled looked onward asking another then back down phone about seconds later said sorry caught with friend then made drink thats lame exactly type service expect from this place suggestions should asked just dont doubt they really know their menu quite well downlow extras extrasreall simply there pros cons everything here give take should need expect that from place where spending good amount money plus they spelled jefe wrongi mean arizona spell right this place tries boss they barely that they stars nightlife atmosphere star which rounded solid drinks they lose star shit service over priced douche menu would back yesbut thats after have bunch elsewhere then walk here enjoy maybe drink music otherwise will leave this stupid frat boys cant their oversized skateboard scottsdale location,UJb1PrUWDFfuzwUPc1pP4Q,UJb1PrUWDFfuzwUPc1pP4Q,3,41976.74994212963,sOZfGLRjhcEjAKBLZKcJGg,2,0.07564382896015551,0.38667395529640425,-0.00031635558367605187,-0.00031635558367605187
872,0,0,wjkQZ5hZ11G86vOVFg2CNg,minutes after called finished eating something else figuring food coming soggy rosatis pizza arrives extremely always been doesnt help that years swore would never back after valid coupon they just decided that ehhh were honoring that also came slice soda once noone around after said hello someone back shouted yyeessss then proceeded sternly slices while drying hands over pizza just removed from oven actually instagram picture from someone stayed four seasons cockroach there area thats just crazy restaurant troon north your together,PmkXtqIcjQGpNShB8yTSrA,PmkXtqIcjQGpNShB8yTSrA,1,43075.03597222222,y4LruZxuDGVQYNReAnSung,0,-0.145,0.4,0.0,0.002847200253084467
874,0,1,D90B_ccGGHFIFIQGKV_u2g,seen this place while going trader joes nondescript name didnt scream here then yelp that bianco restaurant check could have been more pleased atmosphere show kitchen walk lounge area front small patio left larger dining room back nice wallpaper crown molding gives place older feel which like year strip mall motif dinner served lisa desert mule cocktail menu little leery about mule bourbon instead vodka something called germain wrong turns concoction invented lisa germain elderflower liqueur never tried before combined bourbon ginger beer orange cherries sprinkle cinnamonwow best cocktails ever food wowed well olive that comes with crusty bread their blend fabulous light nutty gnocchi pork special just thatspecial pizza what would expect from depending year owner pizza place country cheap pretty reasonable what actually cocktails bottle wine entrees dessert portos espressos about think understand brief name there must have been enough room damn good italian restaurant,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,41574.04368055556,1Xl46K9Q0FVWCyZUVXJtqQ,0,0.20619588744588746,0.5244588744588744,0.0009490667510281556,0.029737424865548902
877,2,2,tgGdq-AdozYIqmyfDKAChA,watching your weight miss real foodwell then look further food have vegan delight pizza which super delicious also have spaghetti with veggie balls vegan ranch cannot tell difference vegan ranch real ranch fraction calories this place indulge anything vegan menu which vast wine runneth over clandestine food that tricks belly into believing enjoying fatty treat which access vegan menu going their facebook page rather than their website service owner kind helpful gets really jazzed about vegan menu wait time about minutes they miracle workers pizza,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,41306.80541666667,Xwh3A3a0vPB0P0TXaCPY6w,3,0.2833333333333333,0.5866666666666667,0.0,0.03511546978804175
881,0,1,PDAgK24BaIvaoGrcQ8AJlg,very great restaurant everybody that works there very friendly food there great pizza amazing best while,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,41574.00611111111,3fVTjUm5eqe8g5I_a1Esgw,0,0.7775000000000001,0.715,0.0006327111673521037,0.029737424865548902
885,0,0,PUOuM4RGnzLngYYWg3smHg,came here friday night while visiting from california kyle server food fantastic kyle incredibly attentive efficient fast with recommendations well everyone extremely friendly helpful food amazing garlic cheese bread mouthwatering zany ziti which comes bread bowl bread bowl kind pointless though because hard practically inedible wasteful meat sauce soooo good friend pesto penne pasta that great flavor other friends pizza didnt they seemed like next time driving through definitely will stopping thanks,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,42810.50539351852,qrT8IXzmle4htNioV2T3YA,0,0.25773809523809527,0.5833333333333333,0.0009490667510281556,0.032584625118633366
887,0,0,jbE87oGVhzLGIIn13aA7GQ,pizza might most delicious pizza ever love this place staff awesome food great atmosphere cool feels very neighborhood instead chain restaurant generic,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,42725.10631944444,eqyMPVqBluB4m_GlN-NacQ,0,0.54375,0.6,0.0009490667510281556,0.02435937994305601
898,0,0,hWWfrFSGsMY7elR6P-jLZg,this place little posh frou frou made feel like back california however food service good brizza breakfast pizza while little greasy good pizza crust bacon cheese substituted gouda cheddar,8Zqh2jwtncA3N4fWEMTvZQ,8Zqh2jwtncA3N4fWEMTvZQ,3,39890.98321759259,YXValLg3JuzS79dDia-68A,0,0.205,0.44000000000000006,0.00031635558367605187,0.009174311926605503
902,0,1,NcsfRSg2chYrD3ahYAymgA,always enjoy some barros pizza especially when slices pizza drink went this location first time separate orders make working nice patient with totals came handed about grab some change said dont worry have cents yeah only cents honestly many people will that save someones time finding change just even consider helping someone still gave change still that kind they pepperoni pizza wait little rest food sitting side while grabbed some drinks salads though very busy helping other customers came back told food almost ready then packed everything impressed,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,5,42111.14368055556,qDCMUmZktIft-UQwuuP6yQ,0,0.25903846153846155,0.6152564102564102,0.00031635558367605187,0.002847200253084467
903,0,0,sPDlcQImwZPKhOykm5YNhA,wish could give this place zero stars ordered pizza with crushed tomato sauce cheessticks went pick horrible customer service nobody front call front employees from back come assist when home fiance noticed that only food cold pizza sauce thats right pizza with sauceand breadsticks instead cheese sticks,m5sGdODCWYVu-bjvqG_OOA,m5sGdODCWYVu-bjvqG_OOA,1,42884.25958333333,XGaPi6bH1SujVYUTVdhShA,0,-0.23571428571428577,0.6059523809523809,-0.00031635558367605187,-0.0006327111673521037
905,0,0,bx6l88q3Bs6DSJz4WpULdQ,ahhha taste home italian from jersey kongs what besides great pizzagood fashion italian foodand found home made fennel sausage cannoli cavateli fresh bread sooo much more looking make sunday dinner start your gravy here with canned plum tomatoes nice wine most everything else need thank delfalcos keeping authenticyou guys right,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43122.804768518516,QgQq_roB8jwvYDOnjBdLcg,0,0.3732142857142857,0.4732142857142857,0.0,0.03353369186966151
907,0,0,xtwvsVJGDX1Om4usuTHw7g,food super good sandwiches pizza favorites service friendlycouldnt give because spotty wifi limited parking theres been times when wanted come just driven another place because lack parking overall great food good coffee youre coffee snob,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,4,42112.83766203704,DBoxsHH0BNna7w0x1Gjcug,0,0.41031746031746036,0.4599206349206349,0.0006327111673521037,0.00822524517557735
908,0,0,5IGSY0jKoFd_Fh1v_8uMSg,great food about twice month starting notice that they have about inches crust pizza which means less cheese pepperoni pizza notice that beginning,ygZSfAsnlztdeWZOlJA2Ug,ygZSfAsnlztdeWZOlJA2Ug,4,43196.812523148146,0EUjgF0zrLxmC9f3OAoQPA,0,0.21111111111111114,0.3055555555555555,0.0,0.0018981335020563112
921,0,4,dFq1i5EoWOqct1T3i6aniA,ordered takeout pizza from bosco after reading yelp reviews pizza burnt bottomlike dusted flour then burned ruined whole thing sausage just fair husbands pizza soggy called said worst pizzas eaten wanted like this place patio interior were charming still food what makes rating this hardly deserved even stars,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,2,41573.955625,VQAJQQg71pRJwoD3NWxatg,0,0.061666666666666634,0.7683333333333333,0.00031635558367605187,0.034482758620689676
922,0,0,Sc3lJPG7nHzj-G0BQnjRBA,tried this place whim with some friends during lunch hour awesome veggie pizza wasnt really expecting much actually better than overly hyped pizzas cibos pizzeria bianchi service good food came fast great lunch hour experience highly recommend,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,5,42484.63202546296,OmzcUDhM1HF6C4emuadZFQ,0,0.5085714285714287,0.5985714285714285,0.0009490667510281556,0.014552356849098384
925,0,2,x1ETLSI9cY6qBdaehgnnrw,food absolutely delicious huge garlic shrimp pizza appetizer loved chicken quesadilla which happily took leftovers home most reviews complain about customer service from what noted need your lazy butt zero problems getting items refills needed comfort home vibe steered groups sure older generations waited that doesnt seem this place functions definitely recommend giving shot before quick judgment observe place works more cafe style like hanging coffee shop,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,42799.63505787037,p_cl72PSF2D_NM0DkBR4NA,1,0.33749999999999997,0.7393518518518519,0.00031635558367605187,0.00822524517557735
929,1,0,2l0a0bFQvNUvvgsGKOlu0A,hands down best pizza have ever eaten whole wall trust want there they load toppings sauce tastes good crust perfect toppings fresh like thin crust which isnt menu they will make pizza favorite food know what talking about stumpys,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,42096.98186342593,3KNQF6QzQQutO9VgWaNKFA,0,0.39305555555555555,0.6173611111111111,0.00031635558367605187,0.013603290098070228
930,0,0,AZfXtY-DmBY24nnZvS1NKA,after joses street thomas closed spent year home tears venturing mexican food very rarely then friend friend turned this been saving grace variety their menu makes easy take even pickiest friends being fairly routine person myself regularly enjoy their mexican pizza have also tried enjoyed their chalupas tostadas burros enchiladas difficult seat here friday saturday night usually there early evening friday much needed very affordable margarita definitely great little hole wall place,50NTSGbZ3pN5643_K1IReA,50NTSGbZ3pN5643_K1IReA,4,40036.17738425926,h7cxREJZOIjKLutxvOg1Iw,0,0.16161458333333334,0.4645833333333333,0.0,0.0009490667510281556
934,1,2,ALGZCy5aNkXrlqCeJ4-oDQ,after years boycotting downtown location because arrogant service ludicrous lineswe finally tried location camelback place looked like hipster joint with lighting long where waited about minutes seated were into second room which completely different first room looked disney version french drawing room hardly what would associate with pizza joint there something lacking room furniture weirdly just sort empty anyway were seated window looking empty storefront across from restaurant service okay waiter explained very small menu adequately ordered margherita pizza with fennel sausage added wife ordered biancoverde white pizza with several cheeses some arugula once food delivered approached inquire satisfaction concerns bottom line that pizza underwhelming years since bianco first came national attention named best pizza phoenix some serious competition arisen least which pomo scottsdale with small downtown offshoot grazie town scottsdale bosco scottsdale make much better authentic neapolitan style pizza than reasonable appropriate pricing dough cheese some toppings left feeling like wasted hour spent more money than received value,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,2,41617.724710648145,6XePsCDs5GzkpRrVidnuCQ,0,0.07083333333333333,0.402797619047619,0.0,0.029737424865548902
936,1,0,wreOzp13K2WwGUAjN-b-PQ,went genoa pizza around manager duty bridget very rude disrespectful ordered pizza denied water said dont offer free water here then continued give attitude food here great customer service makes think twice before returning work position state will reporting this unfortunately giving this place stars,gp9ZESRRNLqWfgJtEzPThA,gp9ZESRRNLqWfgJtEzPThA,1,43036.392476851855,fve8_lfZKE-dM3GHUVpeYw,0,0.07750000000000001,0.8325,0.00031635558367605187,0.0015817779183802593
943,2,2,ypmhY3iUsjQ0xQuc_RLyjA,dont want hurt their rating gave them stars actually want give them star because will longer able enjoy wings anywhere else ever again mister thank your wing heaven this place accidental discovery seen couple times driving since girlfriend foodies always looking adventure stopped whats good with this joint ordered wings chance dream about them where lite burned just right still took care next anyway pizza grubbing hear philly cheese steaks messed with really find place with bomb wings great pizza good sandwiches very special thanks have found football place that serves wings they were meant,EHgGscaiJBghjZVT9hsBFw,EHgGscaiJBghjZVT9hsBFw,5,40512.09322916667,qPkVQNyH6-xVou1XX3BqhQ,1,0.38636363636363646,0.44123376623376626,0.0,0.0012654223347042075
944,0,0,476Tx6ToDZOmGJ7ctl5jhw,location visited downtown attached coolest hilton garden ever seen this future hotel restaurants started with arancini which amazing fried risotto balls yummmmm these were good were able outside enjoy nice weather craving comfort food sticking italian theme tend fresh pasta hard turn down hello bolognese thought their pasta tasty every noodle back have give their pizza complaints here really good food service from,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,4,42823.71828703704,rpqPEEh6dWg8228Qu63uUQ,0,0.25790598290598293,0.44081196581196586,0.00031635558367605187,0.014552356849098384
947,0,2,llxc7k32vNJP2uS4wR6Bsg,noisy nice girlfriend here lunch could catch restaurant very noisy just room with open kitchen most tables close together hear other peoples conversations although will that couple next were having fascinating conversation about sarah palin whole cross hairs thing tempted join that said food good healthy fresh plentiful friend enjoyed gyros bursting with meat crisp vegetables glazed chicken lavosh pizza delicious with honey mustard glazed chicken cheese onions just important lavosh pizza artfully presented people around asked what ordered prices fair wait staff friendly paying bill asked drink refill server brought nice,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,3,40558.933657407404,WBp6Mw23UeQjvkgb0FTIrg,0,0.29523809523809524,0.6162698412698413,0.0009490667510281556,0.00980702309395761
952,0,3,5mHhJxcNoeCcaqeAgIGVsQ,holly once this pizza will your families pizza place youre thin crust person thin crust pizza good their original crust tops charts prices reasonable pizza phenomenal have been going barros since valley quality been great since beginning best part about barros that only their pizza phenomenal their wings will make your mouth water also frequent this location much that have become more adventurous since seldom disappointed their food youre looking something little different highly recommend their chicken pizza actually sauce opposed sauce also their honey wings have great taste well your first time basics pepperoni pizza wings assure have rising crust good theirs furthermore goodness that cheese pizza your pizza first time will actually look like what they promise pictures cheese will stretch pull each piece tips wings well done adds crunch your bite their sooooo darn good they always willing certain toppings only portions pizza sharing simple,ygZSfAsnlztdeWZOlJA2Ug,ygZSfAsnlztdeWZOlJA2Ug,5,42140.82193287037,Db6pVXFqE8VfDx2Jmfp97A,0,0.21205952380952384,0.5811746031746031,-0.00031635558367605187,0.0018981335020563112
954,0,0,U8Gqr5isqwRnMccaQvnk7Q,first time there lunch food fantastic service waitress disappeared good while ordered pizza without mushrooms came covered them waitress took order delivered food clueless,VoXUt6TIJWyIf_lihbN5xQ,VoXUt6TIJWyIf_lihbN5xQ,2,41139.77546296296,KYWOmqhJeXnjlo8cQRC2dA,0,0.45,0.6111111111111112,-0.00031635558367605187,0.008541600759253403
955,0,0,2JenJIzZN41Sbsl8yXhJHA,stumpys always rocked write this waiting white pizza delivered friend ordered pizza wednesday from here first time trying white swear been dreaming about ever since absolutely owners they used delivery when worked neighborhood close gave discount ordering again always great service excellent food,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,5,42658.98094907407,f44gUyQsU-ipZ-UcjFUXsQ,0,0.375,0.49722222222222223,0.0006327111673521037,0.013603290098070228
956,0,1,1PT5Im7ZFBmZ55X3gN2reA,first time pizza here some reasonand cant they make something that gross have eaten here tons times every experience with food service best ever have alfredo dark fettuccine alfredo beef sandwich tuna sandwich chicken wings pizza alfredo creamy flavorful with spicy remember being able finish gigantic plate noodles beef sandwich makes mouth water just thinking about table craving share pizza wings today ordered pepperoni pizza thin crust truly amazing garlic perfect crust cheese were great consolidation flavor chicken wings were great also sauce little thick garlic hint well coarse what would visit oreganos without ordering macadamia pazookie this place best place cookie desert with cream half cooked cookie inside good about thick flavorful good almost sick from eating much also have never been oreganos prepared wait since they always busy atmosphere casual decor very cool trendy cant think better consistent trendy place great food great service most definitely good gets,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,40511.05318287037,9hMqNBBpTl3lBy6qCAyu-A,0,0.27080447330447327,0.5952669552669553,0.0009490667510281556,0.032584625118633366
957,2,2,01eFn4CP883vjr7NMMTUyA,nice staff excellent food choices ingredients have more personality than other build pizza places seasonings better here this location more space than other fired locations great meeting friends after church youth group meetings with cool friend pizza smells soooooooo good cant type anymore must,tWJWgm6o-FwwcxXa6G7l4Q,tWJWgm6o-FwwcxXa6G7l4Q,5,42724.969375,K2MoV_t0cXeDkMQBic2pDw,2,0.47000000000000003,0.625,0.0006327111673521037,0.008857956342929456
962,0,0,UWJ7q6NSIfNe-GiRrksMOw,from philly area these closest home find bread chewy like supposed steak real service always fast with smile fries always notch great have huge ketchup pumps some places like tell should your food example subway jimmy johns dont offer ketchup they have some nerve tell your food trust beef ketchup together pizza they grande cheese case youre familiar with that cheese super expensive best best late great pizza connection indian used makes amazing greasy cheese pizza look coupons mail receipts offer discounts your next visit little cheaper than menu might suggest,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,5,40510.776967592596,hZFzo6HD06gtj4J7O2ki_Q,0,0.33472222222222225,0.5244444444444444,0.00031635558367605187,0.0034799114204365706
