,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,restaurants_sentiscore,restaurants_total_business_score
2033,0,0,aKSVF-XfpyP2prTs6sdhAg,friend actually wanted really here because this this restaurant featured diners drive dives were also recommended hospital staff scottsdale honorhealth they were definitely kidding when they said that would eating between rows italian grocery shelves thought were wrong place first again hard time deciding what wanted because menu pretty expansive settled usual calzones whenever italian restaurants calzone comes sizes either choose your toppings their calzone concoction choose your toppings stuffings from pizza toppings which like each total which drink ended being about holy crap there reason much huge ended just eating half taking rest back hotel lunch tomorrow calzone good really something would crave think like come back another meal menu because terrible place,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,42536.17085648148,sYEF6aT5fhF4qGFmZAWh4w,0,-0.053070175438596476,0.4337719298245614,0.0,0.01282051282051282
2043,0,0,749iEGoEGWEa9EWS1N2Q9Q,work this area have visited most local restaurants past years came late lunch friday ordered lucia sausage mushrooms once pizza prepared takes seconds cook degree pizza oven amount pizza perfect great flavors cheese sausage also served small dish olives which they brine themselvestasty drink birch beervery tasty pizza couple bucks birch beer very reasonable lunch this area back,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41432.95240740741,uIxLUvbM-Kb-MQdVTvRllg,0,0.19555555555555557,0.47555555555555556,0.0,0.02884615384615384
2078,4,3,nN69jB9Db20HoPdUIhTUbQ,probably more like clearly oreganos kind gourmet restaurant definitely worth visit usually prefer chain style central phoenix restaurants above good oreganos dinner have been quite their locations around city camelback location personal favorite obviously quick from place also more diverse crowd which makes excellent people watching friendlier atmosphere servers always seem remember when downwhich quite welcoming makes feel extra special speaking servers oreganos some best around dont know what they when they hire these places every oreganos seems have most helpful attentive servers dont know ever service here have admit that food although always highest quality pretty tasty many people before have said portions huge which always makes feel wasteful really love getting ravioli which literally giant ravioli covered mozzarella boom must ridiculously unhealthy also quite appetizing pizzas good dont taste especially fresh theyre cibo margherita food usually good flavor there times where have been disappointed another regular choice mine dirty monkey cocktail fairly strong quite delicious have admit that complete sucker their pizza cookie good great dessert share with friends unfortunately there practically always wait sometimes seems last forever especially youre standing degree weather chilly evening hosts sometimes bring around little samples pizza offer drinks while youre waiting which enjoy over wouldnt that oreganos most original restaurant food makes most people happy place spend evening,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,40564.240648148145,1BjI1-O1gxSt8TRO0yD8Gg,3,0.26273561507936505,0.6017017704517704,0.003205128205128205,0.02564102564102564
2081,0,0,SDzZZvorawlXZ4PJkAUeKA,area find myself trying chain restaurants neighborhood were black friday shopping asked google italian restaurants with best ratings this restaurant rated highly thought give picked dinner family pizza mozzarella sticks chicken parmigiana just finished mealsand everyone food coma dollar ooohhhs aaahhhs mmmmns throughout meal wealthy woman seriously best most authentic italian meal ever absolutely perfect sauce everything incredible while waiting food offered sample sangria sangria over country also favoriteand again this definite winner very fresh light with real fruit like should prepared most places skip this restaurant will staple family love unique restaurants this fits bill,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,5,43064.03548611111,sLF2PXP_Jf-Q3n8TJDNnvw,0,0.35291666666666666,0.5461666666666667,0.003205128205128205,0.009615384615384616
2097,0,0,mXawmbm-GiCfAdBG_sHT2Q,drinks expensive about each vegetarian options pathetic salads that have specify leave meat pizza appetizers side dishes opted house salad lettuce kinds cheese nuts cucumbers dressing small bowl side potato wedges topped with gorgonzola both were just okay service good annoys that restaurants mill dont validate parking tickets from garage anymore,aVkVDJ01OgvNwhlCUz_bng,aVkVDJ01OgvNwhlCUz_bng,3,40376.20212962963,bhJ6ivAuSpgXP4JiKWjSZQ,0,-0.11000000000000001,0.64,0.0,-0.003205128205128205
2099,3,11,kxComnksEhf441x7eWoXnQ,want love this place reeeeeally really boyfriend lives optima when this little cafe open with little patio fountains visions warm evenings with glass wine appetizers grabbing late night latte gelato they even have small market with little produce some personal productseven supplies paper this place sounds awesome however divine continues disappoint boyfriend friendseven though continue give them chance after chance after chance face have worked different restaurants over five years understand little what takes make establishment work customer service huge obvious that this place real management barely training their staff service terrible seems know what they doing employees usually friendly totally utterly clueless actually grab food this morningapparently small food according cashier when reconsidered obviously said ohhhh wait wellhow bout what this first time prices have been negotiated something from their market have waited turkey sandwich over half hour waited pizza hour while assume maybe owner came apologize times that seemed totally frazzled they three other tables restaurant that time come most time they seem least half what their menu sure their soup canned campbells their hours varyi think depending when maybe someone decides show went thought they finally closed goodbut next night open with someone playing live music confusing keep going back because their food isnt once they have awesome selection teas pretty nice wine list just gosh darn convenient hate negative about place that sooo much potential seriously they need their shit together think their concept great idea divine just falling short,pyLRE5ESUbUyQu6tqlrW3A,pyLRE5ESUbUyQu6tqlrW3A,2,40735.889375,ecIG-lqMqmu_zOklrSWFcw,0,0.04297227595099935,0.5318557919621749,0.003205128205128205,0.003205128205128205
2152,0,2,KpMLdY7a4RxfcZvzlUSrRg,this place pizza take pretty decent when dont feel like getting dressed venturing into world slice modernized pizza that find other restaurants staff always friendly pies priced fair,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,41005.97137731482,XYkt7_fbTpEKW50pMg1xJA,0,0.2733333333333333,0.6883333333333332,0.003205128205128205,0.0
2157,1,3,BtPXfrkWGRyX1ur7Oz9Wqw,pizza wonderful however geronino anything pleassnt only occupied table would rather chat with colleagues opposed servicing tablenot suprised restaurant empty when those restaurants around patronsits shame there pizza quite good,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,2,42802.85488425926,le90Q-ZCpAxZVlewTDwVGw,0,0.4,0.775,-0.003205128205128205,0.003205128205128205
2198,0,0,zGctmsh4PthWjNioTvTIow,weve been great italian restaurants boston york italy biancos closest thing real italian food weve experienced italy gladly travel miles from fountain hills biancos about once every weeks italian pizza good what rome sorrento other pizza comes close real thing dont know chris just keep doing what youve never been there dont know what youre missing,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,42181.0796412037,C3aJ_R5OJ4P94hIoCElu8Q,0,0.26749999999999996,0.39749999999999996,0.003205128205128205,0.035256410256410256
2261,0,0,,there need more places like this valley thing missing these small business family type owned delis restaurants have enough corporate chain places already they same this place will blow them away come order something just grab some amazing food hang their patio have glass wine enjoy they have lots chose from food tastes home made does take sometimes thats know good they make when order serving sizes more then enough generally order things when someplace full pizza pasta eachi enough food week didnt break bank this reminds going deli west east coast recommend enough,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43253.24704861111,tew63bFET6JuCtQGmu6UWQ,0,0.17666666666666667,0.44166666666666665,0.003205128205128205,0.01282051282051282
2270,0,0,bnOIzKfqhb11y3djlhDQMg,what wonderful experience regulars keyed into this place beyond impressed friday night during prime dinner hours were lucky enough table inside they have lots seating outside which would perfect come warmer weather they have heat lamps service impeccable owner floats around helps staff enhances dining experience completely unlike other review mentioned were brought carafe water olives bread start ordered caprese salad start would this every they pesto balsamic glaze that mozzarella fresh cherry tomatoes were bursting with flavor next their specials fried ravioli simple tasty portions here well sized without going overboard like chain italian restaurants finish ordered becca pizza another special crust delicious here would want leave uneaten side your plate cant stress fresh wonderfully prepared everything personally cannot wait back mention amazing caprese salad this restaurant earns five star rating because experience flawless anyone experienced otherwise must mistaken,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42392.69751157407,5icZ9ukBPduXW_Ta7pw-sg,0,0.39849896480331265,0.5689958592132506,0.003205128205128205,0.02884615384615384
2279,0,1,6Nog2fYf90PSGyaZphPzvA,this those restaurants that make feel like family soon come family that serves best sangria ever tasted many glasses sample delicious desserts clam pizza unique fantastic,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,5,41386.99387731482,pv7NJAvC9w1JEVgUx4LOWQ,0,0.655,0.74,0.0,0.009615384615384616
2281,0,0,ezSjlaRWSOhTBLc5YpF_sQ,start saying that there several slices restaurants valley mill best they have most amazing original selection pizza matter what pick will good your favorite isnt available when walk problem they will make looking slice heaven must salad pizza lettuce crust simply most unbelievable creation that includes artichokes pepper spinach great itself them balsamic dressing balsamic takes from being amazing last meal quality,Nf1ZtgHwg0Mu5lOaJYgDGQ,Nf1ZtgHwg0Mu5lOaJYgDGQ,5,40327.14386574074,satxEHWbQgiWXKHpJHND8A,0,0.4403846153846154,0.5897435897435899,0.003205128205128205,0.00641025641025641
2363,0,0,u5gD0e9MMz6fTKL2rD7UWw,this place sucks only good youre drunk jack crowded pizza sits dried plus with almost slice pizza joke staff rude dont even speak english many better pizza places tempe better restaurants mill,Nf1ZtgHwg0Mu5lOaJYgDGQ,Nf1ZtgHwg0Mu5lOaJYgDGQ,1,41145.98627314815,3f278Hm-f7egP11C34faCA,0,0.09,0.56,0.003205128205128205,0.00641025641025641
2399,0,1,8-7v4LHYn_-OGZYQi34aIw,stopped here have lunch with after years valley decided would seated right away lunch this newer location wait thankfully because waited would rating this this location much like other location hard find hidden thats pretentious plenty restaurants want your business this place acts like need earn ordered margharita with extra sausage waited minds blown they were many people love this pizza average best great fresh sausage great basil admit crust either burnt doughy maybe ovens employees original location better unless pizza completely different will still vastly overrated service quick waitress really wasnt expensive pizza enough lunch liked food automatic honestly didnt like pizza that place assumes knows what like your pizza that place does know what want pizza like good crust cheese sauce options this place doesnt have much those,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,3,41456.85267361111,VMnunJV8X1R-np1oh3qr7g,0,0.2446428571428571,0.532142857142857,-0.003205128205128205,0.035256410256410256
2410,0,1,LfHL7XZR9yNgF7a2Jjk_GA,this place chain offers good variety large servings italian foods ranging from pizzas pastas salads burgers alfredo dark which southwestern twist using peppers with alfredo sauce which creamy smoky savory treat pizza comes with cracker like crust york style chicago style pizza this your taste went here with friends regulars joking with their server fast friendly chain restaurant they have casual vibe with lots photos wall booths they have outdoor seating with misters enjoy heat when comes italian food want avoid fast food feel other chains fancy costs swanky restaurants oreganos hits spot,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,4,41854.680138888885,Wg3lBj3gp0Vq5c85z4k0jw,0,0.11785714285714284,0.4058531746031746,0.00641025641025641,0.02564102564102564
2461,0,1,QpdvFnymMReedEhnyBvjXQ,local breeze patio cafe coolest restaurants youll ever visit downtown phoenix wife literally stumbled into local breeze phoenix corner avenue fillmore street several days felt like found little gold mine local breeze opened quartered restored historic home that built even though home built almost years modern unique feel sorry never heard palatte patio area which expansive felt like thrust into little piece caribbean desert there large lattice patio cover trees string lights fans candles comfortable outdoor furniture everywhere outdoor patio perfect having drink with close friends especially night fact think want have next phxsoulcom happy hour there interior compact interesting felt like walked into gallery paintings other viewables adorned walls soft lighting gave place homey feel mens bathroom trip there bottle sticking wall purpose some funky wallpaper stall looked like rusted trash real cool almost made want errr uhhh never mind best part about place customer service host melody probably most welcoming host restaurant really took pride restaurant itself enjoyed talking with kind felt like talking friend also opportunity talk with owner campbell very gracious love restaurants with that feel food cocktails wifey started with tide pina colada signature mojito lemonade bebida went down smoothly strong watered down wifey enjoyed drink ordered cajun chicken fettucine wife fire island pizza they served some healthy portions unless really hungry youre probably going asking dish tasty didnt need salt pepper glad that wasnt spicy wife said meal very good cheesy gooey dough filling wouldnt that were blown away entrees well back sample other items menu have admit that bill higher than expected youll always take when order cocktails dinner definitely recommend this spot anyone whos lookin chill dining experience downtown phoenix,RU2VtVZG8to-XVEHD-2qag,RU2VtVZG8to-XVEHD-2qag,4,40049.32503472222,bvaeHitme-v24SNqbjJZzw,1,0.19694066515495084,0.510587679516251,0.00641025641025641,0.00641025641025641
2533,2,1,sqqbVWgmsrJn6gqSNriFcQ,missed indian restaurants francisco area after second time this restaurant check please decided give disappointed were seated immediately good thing because there display bling just enter have trouble resisting jewelry everyone party liked food this amazing since brought teenagers only seem pizza bread naan terrific perfect sauces that came with meals chicken korma always been favorite usually what order comparison first time indian restaurant plentiful delicious with sauce good wanted lick dish decided good example kids sure males group liked food belly dancer more heard complaints about either well back,VdlPZg2NAu8t8GkdbPLecg,VdlPZg2NAu8t8GkdbPLecg,4,43051.69366898148,IiPiKOtNxi0HZ16t53C0cQ,1,0.2925,0.6586111111111111,0.0,0.0
2556,2,5,nNRk0FQIYFwqbCGjOygTew,cute idea this place tucked away here there many good restaurants this area this wouldve never even known about werent yelp came here tonight with sister both thought nice inside small sitting inside when came outside could hear live music from next door which haha loved little lights complaint crammedit basically like sitting same table people next which little weird also pick move table seats haha didnt look like tables were like that bathroom nice clean which bonus lady seated served nice everything done timely matter made sure check sister wasnt sure wanted meatballs salad salad wasnt huge small portion didnt even have caesar dressing some other type dressing croutons were weird didnt like them bread with tasty luckily pizza made mediocre salad very good quality stuff tiny soggy middle otherwise totally excellent love come back pesto pizza would recommend this place,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,4,42441.10658564815,18qEoFOVEernpVLh97PQPQ,2,0.18959893048128343,0.5776797385620916,0.003205128205128205,0.02884615384615384
2575,0,1,RXvw3QXk7fFVhCO3xcziAw,love enchiladas they favorite mexican food when this place thought what enchilada only place think blew mind coming from should expect specialty restaurants that specialize type food only cheese meatballs phoenix anyway friend stopped there whim surprised amazed good this concept really line style read subway where pick your tortilla then your meat then your toppings slide down ordered enchiladas first tortillas half wheat half corn they super soft chewy with soft texture next chicken then cheesy potato fillers both delicious gadzooks offers vegetarian options potato cheese filler second spinach then topping green salsa please some cheese into oven goes warm crisp cheese just like pizza last time there tried tortilla soup love tortilla soup kinds types this rich perfectly seasoned will definitely again,fbQaKW0Lte0JQ_opbnjdKg,fbQaKW0Lte0JQ_opbnjdKg,4,41533.09855324074,7Df2b1aAe2JSts_46HubsA,1,0.1403256704980843,0.48467432950191564,0.0,-0.00641025641025641
2593,0,0,63TaGWeIPv8v4d7R_ZQ3tg,first time chris biancos pizza restaurants wiseguy pizza very tasty pricey very good margherita pizza average best nothing special very much flavor very skimpy basil worth they have very good wine selection average restaurant prices overall pizza average better pizza federal pizza,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,3,41415.87094907407,YdUJ6XqzWJpIs_2m8g3pwg,0,0.3169387755102041,0.3874829931972789,0.0,0.035256410256410256
2619,0,0,T1Oxo-ZoFnY6kOSRRDd4Xw,checked this place sunday afternoon lunch quiet busy inside outdoor seating packed only table that left directly were bummed about that nice afternoon were seated really small table back room dont understand nice restaurants seat people tables that barely hold food free fresh bread that they give really good texture flavor amazing ordered mozzerella salad biancoverde pizza share salad fantastic liked pizza thought that would have been better crust little more cooked middle pizza otherwise quite good server nice attentive first wait about minutes attention check overall like will back more items menu,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,4,41757.19578703704,vuTVFuI-puYDKVSn4c-5qg,0,0.2763888888888889,0.5135802469135803,0.003205128205128205,0.035256410256410256
2630,0,5,433030EhP7oa-Ut0A5GFlw,didnt know what expect first when first tried this place given fact this place been several different restaurants last being pizza spot great experience first time came again second time chicken verrry delicious service great friendly location very clean youre looking some good area this great spot least chicken,hb96ToDVKWQkAj5h-UB5Ow,hb96ToDVKWQkAj5h-UB5Ow,4,42454.02982638889,vXoplOruH7ko6TM0uqW9MA,4,0.24715686274509807,0.5427450980392157,0.0,0.0
2654,0,2,ai5Sus0xATcC7LWSl2ujjQ,usually hesitate restaurants that attached hotels staying stormy outside popped here dinner joke this some best food server very personable helpful well thanks victoria only speak what that notch wood fired olives thought maybe impressed with probably these little balls soaking meltlicious puddle seasoned butter generous portion crostini accompanied them perfect vehicle soaking leftover butter pizza bianco funghi dont know describe this delicious crust maybe little sweet right trapiche malbec just this meal would have been perfect exactly half other half cold next night because well bachelor guess still good,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,5,42571.133993055555,0mlAOLpot-TE7m_HUeIPqQ,0,0.25249433106575964,0.5163832199546484,0.0,0.016025641025641024
2757,2,8,aMsSYClWhE5DgMpP89xguA,finally visited grazie this past tuesday after years wanting months perhaps year giftcard from fave radio station thought that before grazie closes like many restaurants doing these days should grazie ever find itself closing will because lackluster food fell head over heels love with their cinque formaggi watched pizzaiolo knead hand toss dough roll thinly then grab handfuls mozzarella gorgonzola sigh ricotta sigh provolone parmigiano reggiano garnished pizza with sprig basil leaf some olive then slid into brick oven minutes later after took couple photos bite first slice pizza eventually three scratch that four slices couldve sworn walked through heavens gates love cheese sauce thin crust pizzas must this grievance that body crust didnt stay crispy long that understandable with cheese placed onto parts crust stayed very crispy though worries concentrated these areas while ditched soggy parts there throw cheeses away well maybe mozzarella which took rubbery texture leftovers reheated well toaster oven next good thing know able sample sips three white wines before settling with glass anselmi this paired very well with slices cinque formaggi note asked table bread some olive herbs which server obliged with platter spongy bread toasted bottles olive balsamic vinegar eating spongy bread unless ethiopian injera toasted took pieces home toast them later they were really good with ricotta medjool dates some pistachios friendly service clean restroom tables space that matter indoors visited around practically empty there waiting partner arrive besides very quiet wager that this place pretty noisy when packed ample patio space though pizza didnt heat well home better plan sharing pizza restaurant that there wont leftovers toss next,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,39990.46748842593,M9rRM6Eo5YbKLKMG5QiIPA,8,0.17366666666666666,0.4576666666666667,0.003205128205128205,0.003205128205128205
2791,0,0,sYZAMJ-bnHzR8tz0Hvn1wg,nicer ambience than corner pizza place food generally really good with nice size portions variety menu excellent have been back will continue very picky about restaurants frequent this place would recommend casual dining,VoXUt6TIJWyIf_lihbN5xQ,VoXUt6TIJWyIf_lihbN5xQ,4,41663.87851851852,5x8J-xa-e7Bfd5wl-Rs7nQ,0,0.3,0.5809523809523809,-0.003205128205128205,-0.003205128205128205
2799,0,0,7eFHMEjzOEiFn28u-AerYA,pizzeria bianco widely acknowledged some best pizza best some reivewers nation sure what except terrific princess went second location town country shopping center biltmore area walked right location wonderful setting nice looking onto courtyard appears there tables weather during visit ordered nice italian wine negroni both were fantastic meal started with small complimentary bowl five small kalmata olives slices their house bread with bowl olive nice touch ordered their famous wise ordered sonny wise white sauced based with wonderful fennel sausage from shrieners local meat fennel roasted onions wood fired pizza excellent however actually enjoyed sonny more sauce based with soppresseta imho best pizzas ever finished meal with flourless chocolate cake very good with vanilla sauce service delightful server attentive without being face loved small touches such real silverware oneida attention detail made bianco success humbled able join chorus people sing restaurants praises slainte,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,41459.62501157408,cQK407Dkqyi9pf4Bqtum0w,0,0.4234920634920634,0.5924889770723104,0.0,0.035256410256410256
2803,0,2,7yDXzjzJuPmqJI9B5JeTwA,like many restaurants terminal four humble started restaurant town opened outlet airport food here with what theyve other restaurants that makes humble standout airport since traveling solo service great especially since this airport they have quick turnover seats mushroom pizza good something usually order honestly probably wouldnt again good could appreciate what guess thats good summing humble terminal four enough escape from traveling might forget youre airport just looking quick mouthful actually enjoy your meal enough order something different know will good back hopefully soon,0h5yI6np7weAVH0jsjHqPw,0h5yI6np7weAVH0jsjHqPw,4,42430.16825231481,l2BRqPLJAthlZXW6Te0CUg,1,0.23958333333333334,0.5237499999999999,0.003205128205128205,0.009615384615384616
2813,0,2,EE2bvJE0ouIpx-dNZQ0vog,here perfectly blended flavors from local organic personally grown ingredients wonderful lunch then amazing chat with owner husband wandered later lunch yesterday idea that this pizzeria bianco close trader joes whole foods that frequent outside courtyard lovely short carefully chosen menu need since wary didnt know where kept safe with just caprese salad handmade mozzarella tomato basil olive with glass sparkling water husband ordered chicken salad with fingerling potatoes mayas vegetables this chicken salad will change your entire mind about what chicken salad should gloppy mess mayo chicken chicken amazing real chicken little cubes apple subtle herbs mixed when were sitting chatting after dinner just getting bill anxious leave after such lovely lunch dappled spot waiter joking with about whether liked everything since cleaned plates were raving about food motioned chef apron said this chris place thats chris bianco heard about pizzas heard about biancos passion perfect ingredients tour took queen creek olive mill where they described only certain olives crushed make olive restaurants person even more chris bianco with real passion making wonderful honest food knows where each ingredients coming from always looking improve shared story this location real place heart efforts best ingredients refused take credit amazing chicken salad saying that just ingredients together real star this well well grown chicken much credit flavor chicken farmer sorry forgot name just here youll some every restaurant wants able tell some story impress with their local this specially imported that every detail here that wont even show menu looked after give example caught bianco just after been having long discussion about where salt salt from glendale even believe tell gets prosciutto gets from where growing tomatoes california basil back porch this very restaurant this location where chris bianco comes cook create dining room back filled with personal items many paintings wall done father leonard bianco large table specially made under came from childhood home real place heart passion heart shows food missed wine this time told they were carefully picked good price what youre getting will definitely having next time while chicken salad must have list guess will have finally those pizzas,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,41558.80305555555,NHaVKUN8gYlscqFmJA2k3A,1,0.09473169864960912,0.5853411513859275,-0.003205128205128205,0.035256410256410256
2854,0,0,OD7SL_HSbo38GyskeJV80A,weather beautiful outside great service pizza very flavorful restaurants uses quality ingredients from organic flour simple tasteful tomatoes sauce olive pizzas simple packed with flavor will definitely back,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,4,42792.99791666667,FsGjL_GNpzhvSCQ3DJiHpA,0,0.2642857142857143,0.40204081632653066,0.0,0.02884615384615384
2896,5,5,8smDWFyCcTrBnF6yCwK_IA,have purposely held writing review this spot thinking that perhaps four visits were anomalies norm after last experience saturday have decided that fact that just isnt going better here rosa sonny sublime fact there handful things menu that believe dont better there enough things menu that done equally well better elsewhere that they lose their first star down ambiance actually nice fact quaint with home like feel rooms resulting from what used restaurants concept that they thankfully abandoned this location more roomy than their other venues which really appreciated unless those people that doesnt mind squeezing around door straddling seat into your allotted sqft nice doesnt warrant bump holding stars service what kills this location know believe local food gods refer first point very good some areas lacking others want rate five stars then going have kill service well sort just that good once again meal took sort combative feel quote patton oswalts stand that came later evening pissed right cant wait this plays customer shouldnt feel beholding table saturday when walk have total tables have party five smallest four restaurant should waiter come table three times blurt some information dash other table without much asking drink orders when party asked could move larger tables that might actually accommodate food five people required hold adhoc summit meeting corner comprised five wait staff hostess glaring table whispering hint dont want people know what saying just move your bodies into other room down stars invoking spirit cold peace talk should hostess come speak length table condescendingly explain that other tables reserved larger four tops arent available because parties coming assuming didnt think party could under hours after expressing that could probably meet time requirements larger table someone were actually take order were ushered over different table with grand downton ceremony down more star tainting favorite show making this feel like were make wish being granted their final request then apparently been branded trouble table because were under care experienced peripheral glances from entire wait staff least service picked this point were able place order which have included more items knew were under vacate table before stuck with simple straight forward quite frankly think just wanted there that point amazingly only been restaurant fifteen minutes gone through what seemed like full months worth soap opera drama long staring pauses only appropriate soundtrack fill backdrop result stars food came quickly considering number patrons simplicity order four pizzas this didnt seem like herculean effort poked head around corner peek hovered around table approximate four minute intervals plates were whisked away alarming rate left restaurant fifty eight minutes some most uncomfortable dining experience possible fifth visit will last want food other venues city pass this just other local less glorified spots that with pizza where dont have take submissive stance privilege eating hint honored presence your customers exist their whim other around,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,2,42030.88238425926,dLWDy4yzVzMQuhjoEcRO0g,0,0.12531385281385285,0.475472582972583,0.0,0.035256410256410256
2932,0,0,c0ioRPknce7pxPVEjmZzMQ,ordered pizza have delivered when time pizza come took about hour then after boyfriend even tipped noticed they didnt even wing sauce always sauce side never wings just like eating chicken nuggets great then when called manager complain very rude saying what want about continued rude till like give your money back wings then hung called back spoke head manager male didnt apologize acted nothing just like shell refund long story short they never sent money back card when called corporate office left voicemail they never called back never ordering from here again there restaurants again,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,1,43322.61105324074,EmgroYd2E8qQU_2ZuP_kGw,0,-0.04153846153846153,0.29846153846153844,0.0,0.0
2941,1,3,1TTKpy4kHvNaJUwgxKqFFg,pizza heaven most absolute favorite place phoenix salad pizza pasta because vegan dont animals love restaurants that only serve actually make plant based options from scratch just like pizza heaven their homemade veggie balls dream mouth watering vegan baked ziti they have vegan cheese make most amazing pizza also love friendly service lorenzo favorite server always greets with smile calls sweetie always nice touch year woman thanks pizza heaven staff giving reliable place always fill hungry vegan tummies,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,43233.16375,4QVCF4oKq2r20_hzKRzT3A,3,0.37678571428571433,0.6357142857142856,0.003205128205128205,0.00641025641025641
2945,0,0,JocueMtd6AOH09TGVsF8fw,really wanted like this place spite reviews about slow service staff getting overwhelmed unfortunately true server started really strong disappeared long periods time after wings were delivered cold ordered pizza while were still waiting came back table asked were ready check explained that hadnt gotten pizza when arrived lukewarm very took forever receive check seemed servers were clustered around cashier area mass confusion water never refilled refills beer wine overall real disappointment have reason back there tons great restaurants area,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,2,43003.147627314815,rdJCblNqygThJO0dxc1bdw,0,0.025641025641025644,0.4256410256410256,0.003205128205128205,0.00641025641025641
2946,0,0,kzk84mDCvjK_5xq0ic1ghQ,fair tried oreganos twice different locations have tried lots pizza arizona from many different restaurants everyone told oreganosand cant figure pizza sooo marginal really pizza lacks flavor super skimpy toppings last final time went down ordered pizza waitedi waited some morewhile waiting watched different groups people down ordered before mehuh just ordered hawain pizza minutes later finally pizza there barely pineapple then later that evening ended getting runs severe cramping will back this place again grimaldis better,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,1,42381.10606481481,p_rbeztmMkcM2I6R_WZr7Q,0,0.11601307189542481,0.4300653594771241,0.0,0.02564102564102564
2947,0,0,Gvhqy6RI3gwZOB7WFt0Fug,just lunched northern most humble location landing corporate restaurants excited find yelp that humble also located here provided great option bajillions homes homeowners nearby this center city girl backyard they have outside option earning phoenix restaurant least star atmosphere good service really efficient though lacking personality anyone have though shrimp pizza great looking shrimp before biting sure they were going bland have texture quite wrong veggie salad chop style salad quite good salt adds their fresh mozzarella salad husband reminds that adds high blood pressure fortunately blood pressure salt enjoy,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,4,40568.93417824074,4UC0KJYlvA6l-cHkvTn67g,0,0.21841666666666665,0.518111111111111,0.003205128205128205,0.003205128205128205
2995,0,3,pWRQGuju3kgo8hSyn9MWaw,really this place small charming place that isnt overdone doesnt take itself seriousdefinitely romantic vibe nice break from town restaurants wine prices super cheap part because they sell wine retail prices theyll usually sample wines before pick your bottle evening food love house salad with gorgonzola dressing gorgonzola dressing bottle could pizza vegetarian cheese pizza both great love cheese definitely cheese cinque formaggi weve been times will back again soon,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,40529.6537962963,JMGXvgnZuoUfgPa1CJvrFA,0,0.2717948717948718,0.5512820512820512,0.0,0.003205128205128205
