,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,burgers_sentiscore,burgers_total_business_score
3118,0,1,4Qu50dDuTbWOgfhDnzlVjg,really like that mill another option working crowd nearby with office down street growing pretty tired uber college deli pizza routine fact drive away from this areas most days ncounter nice addition cool space much needed revival this corner remodel done beautifully place gets much more traffic than ever with crepe coffee shop kudos opening something comfortable enough down quick enough take food been decent experience having ordered several meatless entrees from both breakfast lunch menus consensus that quality creativity pretty much what expect from mill establishment knock your socks much better than drive thru presence some healthy options appealing white omelette relatively flavorless even with tomato peppers still avocado cilantro usually portobello sandwhich veganized with cheese mayo theyve messed order times take meaning dont realize cheese there until walked back office wish counter staff would little more attention when customers order they arent rude cant regular good have decent nearby option thats burgers fries love scheduling meetings here just office,YmOWkved7K8q3eXgf4NNnA,YmOWkved7K8q3eXgf4NNnA,3,41074.95581018519,2VRkBZBS5FO_N7yBRWfaLA,0,0.20357744107744108,0.4784252784252783,0.006993006993006993,0.006993006993006993
3141,12,11,XpRPWXsIUyEohm9LXsUc3w,this place reminds mullet business front party back front this place characteristics hardworking economically priced noteworthy bagel bialy business back they have full blown totally stacked party time baby york bagels bialys cracks life will never understand this place nybb eerie combination bagels booze totally random wall just like personality probably enjoy this place know hard judge this book cover their bagels bialys favorite circular delights valley never even heard bialy until matt randomly stumbled upon this spot hung over morning came realize that bialys awesome instead getting boiled before being baked like bagel bialy skips boiling part just gets baked their bialys come almost same flavors their bagels nybb does breakfast brunch really well when used live came here almost every weekend first they make really great nonfat lattes mimosas road rash bloody marys coffee around depending what espresso drink desire cheaper tastier than starbucks from breakfast brunch menu favorite dish veggie omelet omelets pretty delish they have every ingredient combination imaginable whites following sides bagel bialy cream cheese addition your choice home fries greasy deliciousness cottage cheese french fries tomatoes potato pancake also recommend house breakfast specials bagel with nova breakfast burrito filling wont make feel like oinker they also have bagels with cheese bacon sausage oink oink never been here specifically lunch dinner have tried pizza bagel from their lunch menu brunch they start then your toppings cents each made garbage here friends just deliciousness note only rating this place breakfast brunch happy hour theyve sandwiches salads regular pizzas nachos quesadillas chopped liver bagels potatoes gravy macaroni cheese desserts made from scratch soups smoked fish burgers they also cater basically they accomplish much with just restaurant food wise your best stick bagels breakfast menu pizza bagel desserts look good then after finish business usual breakfast come back only does this place change name rush evening they also party started with domestics from during their happy hour your buzz will buzzing with wine champagne premium spirits cocktails whatever your little heart desires nybb cheapest breakfast spots found wait staff ensemble does consist crazy cast characters they little different they provide excellent service everyone here enjoys engaging customers conversation therefore instead giving yourself mullet please send pictures just come here nybb business front party back without having your hair,ncXQtqJT5Gk1QztwTrBrgw,ncXQtqJT5Gk1QztwTrBrgw,4,40471.707766203705,SMcA6UByQkgTcliNObM1-A,10,0.16174242424242427,0.566923076923077,0.0,0.0
3264,0,0,Z5obcIOBGo86t18WJTqX4Q,driving this decided check heard about their flavired crustsokim down there afternoon after lunch specials which looked awesome were already over buti heard cashier incredibly nice tell girl line front that there were topping pizzas cool ordered cheese pizza some bread sticks waited about order ready when home went slice baffled what they actually drizzled ranch dressing crust pizza seriously threw soggy obviously overcooked hunk shit away breadsticks were delicioushot fresh verrrrry garlicky there also sauce some sort table took thing with some like franks sauce vinegar maybe tasted weird just disappointed wanted really like this place probably give them another they sell burgers gyros cheese steaks,gp9ZESRRNLqWfgJtEzPThA,gp9ZESRRNLqWfgJtEzPThA,2,42650.22655092592,OvYN86BmZyP87SaTO7mHkQ,0,0.054700854700854694,0.611965811965812,0.0,0.0
3303,0,0,wMS59Rg5aqifie5yyM96Mg,full four beers inch pizzas speciality many selections burgers salads inch comfortable seating slightly above average noise level pizzas were bland flavor calamari mushy after with lemon basil sauce,0h5yI6np7weAVH0jsjHqPw,0h5yI6np7weAVH0jsjHqPw,3,42455.873136574075,vpggRco6kp195nTP3FIDwQ,0,0.15555555555555559,0.5305555555555556,0.006993006993006993,0.0
3429,2,5,K5KpLTI89U3IgAEpKBXGlg,caps occupies building first mexican food phoenix called hannigans went there every friday years fast forward years this still local where most people know each other side basic with necessary equipment dining room gone through little make over would place impress someone clean comfortable service slow they usually more then nice really great have pizza wings burgers three excellent pizza good crust great flavor traditional style crust wings really good grilled burgers fresh beef hand pattied cooked open flame made order frys thick prices just right atmosphere quality food,w6frk94BwGwxenre_zeXUg,w6frk94BwGwxenre_zeXUg,4,40002.90083333333,XEHZoTDWjw3w-gcQyYIe4g,3,0.27041170634920636,0.5539186507936508,0.013986013986013986,0.013986013986013986
3678,0,0,yYbeC0P6dkBQ3IAclx62lQ,have only been here lunch there appear cute dinner specials such bottle wine pizza bucks seem always forget about those food really cute salads good they also have great bruschetta plate actually there three versions good there hummus salas great ladies lunch crowd folk seem okay with they have enough burgers sandwiches think more chick wine place parking great though pool,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,3,40538.88951388889,S5dGv1vID1hoBZm2A9fK5g,0,0.4461538461538461,0.6576923076923076,0.006993006993006993,0.1048951048951049
3796,0,1,yWOX1yI4YumVa0FyCK9tKQ,date here last weekend ordered green hummus which pretty good green burger which thought just much better veggie burgers before date vegetarian pizza which didnt like think mock cheese something with location strip mall which wasnt that great ambiance restaurant seemed very eclectic good much prefer other semi vegetarian restaurants such pita jungle over this place,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,2,40644.996203703704,mxjh6OJh6FKeFrqhHP98-w,1,0.2354166666666667,0.4576388888888889,0.006993006993006993,0.04895104895104895
3876,2,5,fzEGVJWYD0sQnnSeM-7dCw,just case this first review youve read about this place tell vegan vegetarian meat eggs dairy vegan several their dishes mock made resemble normal meat dishes dogs burgers chicken know that right there either turns people freezers stocked with boca morning star quorn gardenburger products that said their mock products work while love heir spicy buffalo wings crab puffs vegan chili fries mums meatball disappointed with harm chicken parm sandwich vegan dogs havent built courage their pizzas just previous experience with vegan cheese hasnt been that great sure around eventually stop lunch with meat eating friends least once month dont worry mock isnt they have offer theyve also tofu spicy peanut tofu appetizer well good variety noodle rice bowls pretty cool place really decor from volkswagen doors along entire wall local work,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,4,39678.075324074074,6I1KT1SCGbAaTzTIMqF_eQ,8,0.08716931216931217,0.5583112874779541,0.0,0.04895104895104895
4017,0,2,jqqQuBKugqp3OK37lKGOXw,this actually second time here first time week afternoon gone waited seated ever came acknowledge were there finally left decided give them another this time sunday when figured they would have more staff there little past noon there young lady door when entered asked many table four with chairs placed menus table then turned walked away word spoken other than cursory many server came asked could wipe table wasnt dirty from food there were little bits something white came back with wiped what table friends direction when asked that because going said would server disappeared okay good start server came took drink order menu fairly extensive offering selection breakfast entrees wraps salads burgers even pizza decided mediterranean meat salad minus pita wedges dressing side friend ordered porky burger with side salad while were waiting food looking around things there dining rooms main smaller secondary were smaller first there isnt anything rustic about decor only thing that stands several large displays hair bows dresses they just inside door when enter looks like items better suited craft fair very place where were sitting paint wall peeling looked like drink spilled down wall floor also dirty maybe because were near patio turn loud there nothing buffer sound food came after fifteen minutes burger overcooked still very good came with three thick slices bacon slice fixings gyro meat salad looked great fresh nice romaine other greens along with cucumber roasted peppers kalamata olives gyro meat lemon juice tzatzikii sauce tzatziki sauce lacking flavor better feta cheese would have also added nice salad would give this place stars based atmosphere service food with will maybe give another some point,LR_99E7tVUfxqemvcGkDzw,LR_99E7tVUfxqemvcGkDzw,3,41919.1049537037,N8KY5W3UXAZrAGMYO2IDFw,1,0.15381897203325773,0.4608522297808012,0.0,0.0
4060,0,0,wJpS_9iF46xhnkFNZLn1_Q,first love maizies staff tina michael maizies joel always friendly helpful truly real food antipasto appetizer more than starter only beautiful wonderful good entree pizza some best around good sauce wonderful toppings love burgers mondays regularly priced burger only with fries happy hour rounds with beer bucks great meal good salads that meals them selves glad places like this help fight chain gang restaurants,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,40184.1009837963,BOoCgJ8mkFV5k6O35yIAww,0,0.5460526315789473,0.6715924426450742,0.013986013986013986,0.1048951048951049
4161,1,0,VGJJ6d7DWrJIxUzpvaO8-A,pita riffic okay cheesy know this place needs expand their franchise southern california cant wait back next time town food here fresh everything menu healthy they have huge selection pitas salads gyros oven baked pizzas even section healthy burgers everyone table ordered something different could share beef gyro favorite overstuffed with tender beef veggies vegie burger delish adorned with huge grilled pepper garlic potatoes swharma excellent pita bread hummus great service waiter never missed beat refilled drinks without asking promptly attended every request would easily head here lunch dinner decor modern contemporary with hipster fresh vibe they have tables side small area huge patio front cant wait come back,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,5,40175.100023148145,GpBBN1aSV5R8g-har0UAyg,1,0.2690476190476191,0.5357142857142858,0.006993006993006993,0.0
4165,0,0,5H-SSZwjHHs9nlAwB3zCag,always enjoy service provided here everyone nice helpful have wide variety food options from different sized salad with chicken soup plenty entrees including pizza wraps sandwiches burgers best specials always enjoy quality quantity food price,ysfeDcLAYk_MVzfBmyiSTg,ysfeDcLAYk_MVzfBmyiSTg,5,42865.792592592596,t7KHRMNcWMfjoSO87EabTg,0,0.24285714285714288,0.6071428571428571,0.006993006993006993,0.013986013986013986
4285,0,0,od0RfJgIs6adtlhPzulqEg,great signature cocktails nice wine selectionthe food basic fare with salads sandwiches burgers pizza wish food little more upscale with beverage selection,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,2,41952.687210648146,K-w94EzfWkpl8YhpTeqW0w,0,0.34249999999999997,0.575,0.0,0.1048951048951049
4374,7,6,Ip32Lj3-ZhfOrcM1W3Gefg,before choosing come harveys wineburger tonight read previous reviews totally confused while many were positive many were negative that almost decided only after reading them order from oldest newest that could what happening nutshell time harveys wineburger great little with excellent cheap food then owner died place went down toilet kind literally then someone else bought little better then recently sold again yourself favor save time spent ignoring reviews positive negative from before only read ones that apply place today because whatever used before meaningless former restaurant gone past should just forgotten walked looked around discovered that looks like something from cheers bravo will never understand people choose classic dive knowing that classic dive decide stay drink then home write star review because classic dive when they drove their bentley walked with their snooty beverly hills attitude they werent smart enough figure based neighborhood look building that this neighborhood dive theyre proud their ignorance that they proclaim publically review personally loved look lack place divided into sections dining area right with belly stove which separated half wall from long western style which separated full wall from noisier more boisterous pool tables other gaming gear there group about dozen customers been drinking were loud another dozen pool tables couldnt hear because solid wall sure this would have outraged bentley from beverly hills think nerve those people drinking making noise seated ourselves really friendly young bartender immediately came over greet decided into spirit place have pbrs tall cans original harvey wineburger with side onion rings fries waited noticed brand wall that speaker dining room playing some loud music annoyingly loud loud just hear bentley freaking that playing music instead serenading them with strolling violinist didnt have notice long because burgers were brought less than minutes know string mcdonalds franchises bentley serves their burgers less than minutes rude make customer wait minutes burger thats hand formed actually cooked instead microwaved both bartender waitress came over numerous times were doing both them extremely nice friendly customers were also pleasant like some people have described them more people arrived management courteous enough shut music dining room leave only game room bottom line food well there things that consistent reviews that love real hamburger made real people dive that dont believe possible call restaurants food best best hamburger best pizza anything like that variety differences find local pops what make exploring experimenting that being said harveys wineburger ranks best burgers tasted anywhere adding wine gives truly unique flavor condiments simple them yourself ketchup mustard onion lettuce tomato pickle mayonnaise burger patty obviously hand formed thick cooked perfectly well done nothing special which good because doesnt take away from flavor meat compare that best burger lists newspapers internet they always accompanied photos high burger with crap that even pronounce that mouth ever made could wrap around priced freakin burger like burgers honest harveys wineburger serves most honest there when stars quality food friendliness service promptness value honest hominess everything works unless that with beverly hills attitude that case youll hate,dnBQZpWTyJzTe0QJf7YK5w,dnBQZpWTyJzTe0QJf7YK5w,5,41883.819756944446,Pj9YpaP0T7A_5S_PT8IpNg,6,0.19424673666052972,0.5379214144731382,0.013986013986013986,0.013986013986013986
4471,0,1,YmW1dmthY8VPnMYvoTBf9g,there several foods that worthwhile have some that average wings ranch best food they have bowls well underperformers burgers very good their pizzas worthwhile green good quick vegan think that most food good green definitely college aged ambiance dining really love world phoenix take find some competition limited pool here town,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,4,39934.6453587963,jXp4ts_uSj_PEMQUKvwIrw,0,0.3076190476190477,0.43267857142857147,0.013986013986013986,0.04895104895104895
4547,0,2,fjCMBBFfOw8i3okJYZiwwQ,cheap delicious service upscale arcadia vibe inside sold aware complaints tempe location guard although newly opened will back some more cheap dinner with appetizer drinks delicious food great cilantro jalapeno hummus starting drool just thinking about again tangy zesty spicy enough wimps there with grilled chicken pine nuts beef shawarma gyros were dependable good lots other choices want next time wraps veggie burgers pizza spicy mango shrimp service this will slide since only their second week service kind sketchy crowded were told despair host pick table some kind confused blather server cute attentive quick easily accomodated change order took while place settings menu because well were told seat ourselves server wasnt aware this hopefully confusion will corrected over time upscale arcadia vibe gorgeous gigantic dark wood mirror frames back wall strip mall joint open layout with full length windows small sleek dark wood tables throughout with handful patio tables front clientele talkative borderline loud something singles some young kids reflects neighborhood more polished than tempe location still dress casual,BgthHqiXot2s4Sd_xcI6DQ,BgthHqiXot2s4Sd_xcI6DQ,4,39191.255057870374,Yej5B4nd8PqpHMQcmCTDrg,4,0.21883417508417502,0.5716540404040403,0.0,0.0
4631,3,10,,unfortunately those work within walls main building there options there decent places around without driving this place mediocre good also very overpriced dont know many other places that will nickel dime condiment packets plastic silverware their grill items greasy salad boring without much variety pizza tasteless burgers cooked night before left water then heated when ordered actually couple years here then after some things behind cook line filed health department complaint dont think helped youre neighborhood beware,ysfeDcLAYk_MVzfBmyiSTg,ysfeDcLAYk_MVzfBmyiSTg,2,41100.17623842593,,2,-0.09944444444444446,0.525,0.006993006993006993,0.013986013986013986
4632,0,0,6_0ZYNj0uryODwjDYTjw9g,never again stopped dinner after swimming pointe hilton were hungry place dark pretty much empty friday evening were told from lady behind wherever wanted found seat were given some dirty paper menus table sticky minutes later waitress approached took drink order fridays fish hubby ordered fish ordered appetizers start ordered mozzarella sticks boneless wings pizza chips cheese after giving appetizer order young lady asked gentleman seated oven working said knew oven working then came back said oven working waitress then told could order pizza because oven wasnt working wait what your oven working ended ordering burgers fries along with mozzarella sticks wings chips cheese even mins later waitress comes back with appetizers saying that fast little fast cheese horrible thick cold colored chips were nice wings were alright mozzarella sticks looked tasted like they were heated microwave next main dishes baked fish good came with fries coleslaw burgers were huge that great didnt even finish burgers cause they were just okay husband then asks fried fish brings over cooked didnt finish gave drinks left within mins leaving there burgers horrible diarrhea stomach aches this lasted couple hours never again will this place ever,5nWfU-qheLL-JzwYgHe_cQ,5nWfU-qheLL-JzwYgHe_cQ,1,42553.81253472222,s4263hONYgewt4kHsW7UXA,0,-0.016833333333333318,0.5223333333333333,-0.006993006993006993,-0.006993006993006993
4646,8,20,4Mdbif6fux33YpVJafW57g,first impression this place rocks space that used house palette space very breezy sort caribbean plantation feel thats easy relax right into mention moment walk through gate youre greeted friendly smiling faces massive outdoor patio complete with tables well appointed outdoor sofas chairs where leisurely cocktail beer while their grand opening isnt truly until tuesday they seem ironing their kinks pretty quickly with only minor hiccups mostly computer errors rather than human menu made mostly burgers salads lahvosh pizzas entrees ordered starters favorite bacon roasted corn lahvosh pizza half well queen creek olive kalamata tomato fresh basil feta lahvosh half know bacon just about anything have taste awesome paired with right flavors good becomes great sweetness roasted corn with savory saltiness bacon sent into piggy heaven good didnt want share alas good like that queen creek olive lahvosh very tasty lahvosh being crispy light sturdy enough hold ample toppings love olives olive paired with cheese feta great idea cheese being strong enough stand kalamata tastes were right meanwhile were sipping nimbus brown which cold rich complex nimbus certainly favorite craft beers bucks nice also full while cocktails around bucks they pours generous didnt have wine service manager eric used sommelier grill back when best steak houses town knows wine look forward next time when enjoy glass ordered fire island which several classic pischke dishes menu that made over from days owner campbell cook pischkes paradise over years before ruined owners fire island pizza with chicken breast onion green chilies cream cheese sauce that absolutely finger licking tasty sure them over easy eggs outrageous ordered roasted green chile cheeseburger which served breads giant english muffin beefy flavor combined with soft texture english muffin excellent taste quality smokiness green chile order house fries comes with burgers sandwiches just they were seasoned well that could have chowed them down plain however bread butter pickle ketchup simply amazing with dice bread butter pickles never knew ketchup could elevated another experience first impressions last nearly forever this great think bright future front them this will great place hang patio after work with friends drinks cool conversation excellent addition neighborhood,RU2VtVZG8to-XVEHD-2qag,RU2VtVZG8to-XVEHD-2qag,4,39943.08763888889,p_azadim_uWFOXAhhKB3ag,15,0.24320504457490763,0.5657588606218742,0.0,0.0
4862,0,0,CHEgaf_zP4RmV2W2vC4zLw,want watch game from another area this place they have feeds from regional sports networks have access games that espn channels large restaurant with number different viewing areas check your game they will find that said food typical sports food with wide assortment from burgers sandwiches pizza service slow youre here watch game hardly notice unless your team losing when first came took while waitress notice being bashful immediately found ordered drinks then started search various rooms game somewhere wasnt bartender immediately arranged have switched game large table people server took order food another server brought needless there confusion what once situated quite enjoyable time course team that makes difference world,zvO-PJCpNk4fgAVUnExYAA,zvO-PJCpNk4fgAVUnExYAA,3,40210.710324074076,EV6-TcSMzKURTpkMKCuQww,0,-0.13623511904761904,0.48325892857142855,0.0,0.0
4912,0,0,bFzaMt9pBsIDVC-1UzFL_Q,best restaurant been long time kobe beef burgers very delicious pizza detailed salads leave feeling satisfied dont recommend garlic fries unless really enjoy garlic however everything delicious atmosphere completely wonderful worth high price staff amazing this place list recommendations youre looking place drinks this place havent been brewery restaurant like this before amazing defiantly long list alcohol extensive menu,aVkVDJ01OgvNwhlCUz_bng,aVkVDJ01OgvNwhlCUz_bng,5,40906.5387962963,,0,0.49000000000000005,0.6516666666666667,0.006993006993006993,0.013986013986013986
4915,3,4,ZX79BAFEQhDoagsF7EBz5A,wish this place california would here often food delicious husband were scottsdale staying brothers wanted somewhere healthyafter days stop fried foods burgers pizza wellyou picture brother said knew perfect place pita jungle arrived took table server great menu huge many selections choose fromit hard decide brother chicken pasta husband beef gyro mediterranean chicken shawarma pita were excellent especially mine there much chicken inside along with hummus lettuce mmmi wish prices were great think pita something like bucks very reasonable great dinner will eating here again next time were scottsdale pita jungle please come long beach,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,5,40155.23436342592,XsMALbfONbkr2lXfaHph3w,3,0.2761458333333333,0.7638541666666667,-0.006993006993006993,0.0
4929,0,0,0Ild3ATpapiYnEwuigr9GQ,think curse finally lifted from this doomed restaurant location been least different restaurants past years think spitfire here stay spitfire fresh exactly what this neighborhood needs simply prepared delicious food relaxed environment that isnt clone chain here couple times apps have been delish especially enjoyed duck brushetta with cherry gatrique burgers great customized exactly want some other dishes that good reviews from group were grilled sandwich pizza salmon albacore tuna panini they have great happy hour with tons amazing beers choose from dont leave without trying tonyas oatmeal sandwich dessert which really like oatmeal pizookie with chocolate caramel cream incredibly yummy,4kjoVsi3tb-vVtFZ6WPNvg,4kjoVsi3tb-vVtFZ6WPNvg,4,40620.17631944444,t3fpherOTOeSFVHIZ2Jnuw,0,0.3847222222222222,0.6156746031746032,0.006993006993006993,0.006993006993006993
5005,3,6,s7maBtuVMMt4I2pxRglYbQ,first review yelpi overdue undoubtedly green first venture green actually before vegan just transitioned trying vegetarianism thought being vegan easy well exactly green helps unfortunately vegan food creative tasty green isnt health food place some there items better then others sure getting stack cholesterol saturated animal protein give years health interesting diseases said pretty much everything good green only think meal have ever special convinced made correctly first place spicy poboy sandwich meal green still favorite burgers good pizza decent bowls taste similar great appetizers cheap goodtry hummus wings crabless puffs tsoynamis incredible most their specials good dont forget about green holidays when feel like eating animallike majority folks july this year excellent spread which went charity course forgot about location long time strip mall nothing special unsightly really cares atmosphere inside improved over years people work there there seem quite chilleven meat eaters just wish there second location closer north phoenixmaybe someday phoenix doesnt have vegan restaurants this place rivals other vegan restaurants much more vegan friendly cities complaintor hope that someday they wont have call things mock chicken mock beef know this appeal masses most people even vegan community could care less seitan have unique taste texture should celebrated that called exactly what they wheat meat veggie meat meat whatever animal meat doesnt have bounty word meat what call innards coconut avocado ahhh rant green carnivore herbivore anything between good food atmosphere keep coming back reasons green exists,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40094.725902777776,JJzNjlYtnmlzOVsl5adowA,4,0.21882896015549078,0.5239471979267898,0.02097902097902098,0.04895104895104895
5091,0,0,MKE-2Q-_grwp2M68WzW4QA,great restaurant tsoynamis delicious mock chicken best ever recommend rice noodle bowl some sort love sweet sour burgers pizzas before dont think they tasty fake cheese just doesnt sometimes noodle rice bowls worth coming back over over again local walls counter style service really make great place meet lunch dinner,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,4,40448.95726851852,5IrHKkX1HFpx4R0veDTzTQ,0,0.2846153846153846,0.4923076923076923,0.006993006993006993,0.04895104895104895
5130,0,1,0VwkyKBIztWLIrnqbRAIQQ,barrett dining hall definitely best dining halls most surefire meal from stir station where pick your vegetables noodles sauces extra sriracha please second choice always home cooked meal station where they have options lunch dinner love chicken tikka masala breaded chicken with pasta aside from this they almost always serving salads soups pizza burgers sandwiches course dining hall cannot compete with some local restaurants great university dining goes,yhbW0ihw76QVAoyM8nnmEw,yhbW0ihw76QVAoyM8nnmEw,2,42036.95821759259,kIcQu4A5VXkP9joCho5L6g,0,0.17777777777777778,0.46111111111111114,0.0,0.0
5239,1,3,UBzIbPr_zD4EAoFmnSDf2w,dinner club ended maizies this month after other pick closed lucked were unknowingly there burger monday pretty much everyone ordered burger they told wait would short minutes ended being about which little frustrating waiter awsome fast received food very quickly think ravenous girls turnaround about minutes once seated first have give homage their fries both regular sweet potato excellent well seasoned with potato skins nice balance crispy soft their chipotle dipping sauce reminiscent yummy sauce delux basic burger with cheddar cheese cooked perfectly order tasted great total bill burger cheese fries amazing deal friends salad huge delicious looking with kinds good stuff want back salad maybe pizza sangria night tues their stuffed burgers think back times,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,40408.89275462963,2HoYHTUjWfmY3vHruQlDhw,4,0.271141975308642,0.5485280151946819,0.0,0.1048951048951049
5296,37,83,AKUILxTK7AarSfgpn--XmQ,been here many times every time needed almost immediately after meal body just doesnt like this place their food tried many different items from this place from their quesadillas pizzas fresh bowl burgers their baby back baby back baby back ribs were super tasty didnt stay long belly ribs lasted longest with record minutes seconds this location always been clean inviting staff always been friendly polite funny service always been moderate slow never been fast they always been busy overall this location good dont wouldnt come back,UqhVZYUeoBGroYpZB-9jlQ,UqhVZYUeoBGroYpZB-9jlQ,3,43067.992372685185,f__9p6lo6hmwnAEh3yorsQ,55,0.1723684210526316,0.4192982456140351,0.006993006993006993,0.006993006993006993
5386,0,1,Cf2pGnJ03Mk4Tggo-LjEGw,never lets down place comfortable seating inside their specials diverse prices very reasonable selection slim more selections would nice burgers pizza never fail very well prepared very decently sized,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,40779.65216435185,71HVFhRuqUVW-MenlDxDnw,0,0.2838888888888889,0.6044444444444443,0.0,0.1048951048951049
5402,0,0,aVMUeVUSx7RuIDQEwmwMRA,great place good outside seating pool tables lots brittany bartender amazing even though really rough night stuck airport only home hours before shift pulled with great attitude wings cauliflower crust pizza were good locals were talkative friendly love that they known their phillys burgers only were having appetizers next time will them,k57YAz2gkeXgAYij7JIxjw,k57YAz2gkeXgAYij7JIxjw,5,43267.88630787037,iwy-JpIx1dA-zuaJl0F3zw,0,0.3645833333333333,0.5958333333333333,0.0,0.0
5446,6,8,uiMSUe5dV8EdiAY5jNwxHg,well thing sure parking worse suspected this center restaurant central east elliot burgers sandwiches pizza burritos bakery find whatever want except easy parking when center busy regardless visit this location least monthly this visit cashier michael very polite didnt make feel rushed totally hooked with extra pickles request usual kids smashburger usual asks extra extra extra extra pickles when burger arrived there were pickles along side burger nice patty cooked liking fries were overly salted arizona smash order fries arizona smashburger topped with habanero cheese guacamole jalapenos lettuce tomato onion chipotle mayo side patty seasoned just right cooked right tasted great this good burger dining room clean background music proper level great burgers fries drinks change questionable parking great burgers great fries pleasant staff clean dining room fair prices stars,p8H_WsH1SltPmo0-c67gFQ,p8H_WsH1SltPmo0-c67gFQ,4,42385.70862268518,5UYjT5YDKSuApFax2t2eqg,7,0.21316964285714288,0.4940724206349205,0.013986013986013986,0.013986013986013986
5473,2,4,Vk_QMSUDibiW8YNQ7ixIBg,menus greasy burgers greasy they only take cash real cheese theyll drink cooking wine nicely persistently beer cheap good soda syrup carbonation ratio monty sleazy mostly dark bottom line here that this place predates your delux burgers fatburgers uptown downtown bougie artisan pizza joint possibly thousand years alas this true phoenix phoenix that existed when were acres orange groves palm trees peacocks canals farmland back when phoenix modestly larger than palm springs burger burger state affairs harveys bothers well then time look inward friend,dnBQZpWTyJzTe0QJf7YK5w,dnBQZpWTyJzTe0QJf7YK5w,5,40365.766018518516,9EP7ZxlvOV6fWM79vZbNsQ,4,0.15454545454545457,0.65,0.0,0.013986013986013986
5498,0,4,FWw2cVpIFUS7YIQeelGW4A,exactly what needed cool rainy phoenix perfect small children unlimited rides mechanical animals train swing flying elephant indoor play land could kids could spend hours here refreshing place young kids where they ride everything food like carnival food churro gross grilled cheese absolutely delicious cheap pizza good hamburgers were looks nothing like these yelp pictures though large indoor carnival with little seating area like staff member great wish this home,VcpYP6btZ5Tb_qSLSVKHIw,VcpYP6btZ5Tb_qSLSVKHIw,5,41022.64303240741,TzwKFrK3Tm1VG87SQkB9lw,0,0.37513736263736264,0.5906593406593407,0.0,0.0
5589,1,2,Dl9gefApqFAyzTcsX7DYPg,find yourself central phoenix need meal this great option frequent this place because close work popular with workers been coming here since know huge following long term customers pretty much same back line place your order least burger smaller think they come little tough their classic burger amazing patty cheese mushrooms bacon heaven your fried sides just fries they have great onion rings zucchini fries mushrooms serve your drink they call name pick your food head over with your pizza type tray your fixins from generously stocked condiments addition they have with basic drinks sports playing thats your thing great place meet with friends friendly casual atmosphere lots locals college students hospital employees police officers firefighters here would drive miles this location just burger likely great option down here hood going airport museum play courthouses another place central phoenix note they have great grilled chicken salad option wagon terms burgers fries,_c3ixq9jYKxhLUB0czi0ug,_c3ixq9jYKxhLUB0czi0ug,4,40616.86953703704,KUTTubStiNYigQpi3L9-3w,1,0.159619341563786,0.555761316872428,0.0,0.006993006993006993
