,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,salad_sentiscore,salad_total_business_score
2830,2,2,df2KWJSxT3rkOIEASayqaw,first that hate give reviews nice people however this case must tell truth about month fianc stopped bell italia simply because love good pizza this place great review yelp tell little about myself over half century york transplant have tried some best pizza italian food united states there have been times life were weeks pizza italian food have eaten pizza working losing were really looking forward finding another place that could some good pizza sorry bell italia didnt step plate several ways each ordered salad understand that salads some cases made beforehand placed refrigerator this apparently what they here bell italia unfortunate part that some lettuce salad brown wilted much time between making salad service hate when something that wilted extreme cool good these folks cater like others they friendly very attentive would give them stars this category alone back bread pizza while eating slightly wilted salad also tried some italian bread that they give noticed that there something little funky quite right about flavor bread first like crusty italian bread this bread soft again mostly flavor that disappointed just cant finger case they must make dough house same dough pizza because pizza same flavor pizza took home what left tried next same funky flavor this bothered much liked reception these folks gave much that literally went internet find make italian bread furthermore visited several other pizza places town tasted their pizza again compare difference there something definitely with dough bell italia truly hope that people bell italia take time what they improve dough they great people want them continue succeed face additional competition conclusion will give them another chance however next time will their entrees please make sure salad brown wilted italian bread tastes great crusty wouldnt suggest bell italia anyone this point will take bullet look future review bread entrees hope good,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,2,40735.14212962963,h439lCKpTCtncOshX3BEmg,0,0.1391015274034142,0.4152216232404913,0.0,0.002352941176470588
2831,0,0,QdwYHz_kaBfYj1PQDONU2w,great place wood fired pizza heard some great things about humble wanted finally came lunch special which inch pizza soup salad opted meat lovers pizza with artichoke which pretty good overall satisfying server very kind seemed they have been understaffed only server working time price lunch special inch pizza along with soup more than enough filling favorite pizza joint would definitely come back more,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,4,42784.896585648145,jYnkJR3T8yCERXywoVhWYA,0,0.3246825396825397,0.6468253968253967,0.0,0.029411764705882335
2842,0,0,Ej-_dvtw_8xw8u1XHNbjiQ,have been oreganos least once week past months since moved phoenix area have never issue finding parking since mind heat have never wait seat ample patio seating mind friendly pigeons pastas salads have been consistently tasty starters recommend small simple house salad plenty split between people last night wings fire medium were previous orders wings have been outstanding last night quite disappointment sauce seemed different runnier wings were small there rubbery texture them hoping that just night quality wings will trying them more time also taste calamari traditional preparation order bistro calamari fried coating thick took away from texture taste calamari back positives brussels sprouts delicious note that they take about minutes cook both alfredo dark pasta with meatballs delightful they have slight spice them pasta cooked perfectly standards least bread that accompanies pastas adds nice touch meal have room suggest ending your meal with original pizza cookie chocolate chip only complaint that there option regular peanut butter flavor refill your beverage refreshing drive home course suggest trying oreganos,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,4,42171.69943287037,Rf3CVmM7DzBA7EwUGo_b_w,0,0.10574712643678161,0.4983011241631931,-0.000588235294117647,0.024117647058823518
2846,1,1,EBhAz_fgz_0l_ADZZnN0Lw,wanted really love this place reviews were good highly recommended butthe service terrible ordered artichoke great cesar salad great pizza came cold looked like been sitting while drinks took forever server slow really could have cared less about experience patronize local businesses probably wont back maizies anytime soon,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,3,41650.98605324074,s3-LAm6VwVRG_9Y46zQbFQ,0,0.09111111111111109,0.4922222222222223,0.001176470588235294,0.0029411764705882353
2848,0,0,d-QgxIjUAHX0wTfyxuwKAA,yelp delivers this place needed somewhere arrive minutes before closing service very friendly rushed even though needed there past closing ordered pear salad share they split without asking another plus good service salad delicious great ingredients main course both tried different grilled cheese decided butternut squash cheese brie sorry dont remember fancy names they were both quite flavorful love their bread selections food menu both worth your time place claims wine convinced they have right ambiance that nypd pizza place while place looks quite nice sure think wine when entering definitely return visitor food alone,t61eGISz7qMOxEe7o3vwEw,t61eGISz7qMOxEe7o3vwEw,4,42416.232083333336,Re6nEc0guDRChKBUVIsKEw,0,0.3278486394557823,0.6291383219954648,0.0017647058823529412,0.0017647058823529412
2866,0,0,K_cAHFANnOjIhpzM-8Vy9w,really wanted love this place showed little late side dinner there were only couple tables full water infused with cucumber pretty tasty ordered pizza companion liked thought crust might have been frozen processed didnt taste like fresh made puttanesca huge actually salt even with capers other dinner salad wrap liked would give this place again sure,PWW_jT4tHP_r1S18ePJyTQ,PWW_jT4tHP_r1S18ePJyTQ,3,41388.96861111111,FGkq_yMe53te4_o2f6JVpg,0,0.2205357142857143,0.629563492063492,0.000588235294117647,0.0035294117647058825
2870,0,0,Cxzn3x6ymTFF5X9wHw9_mg,husband turned surprise party there were everything excellent service notch delivery beverages food great mostly done owner himself bruschetta salad variety pizzas everyone raved about food wine outdoor seating perfect,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,5,42170.963321759256,f6naEDmp6MlX8hpt5sxwug,0,0.825,0.8125,0.000588235294117647,0.022352941176470582
2871,1,0,5UayOIjJdAmpJXMB4uiYEA,disappointing stopped after work pablo picasso salad which always winner guest home ordered pizza with pepperoni sliced mushrooms pizza came over when arrived size hand asked speak with manager minuets came office when showed pizza said could some extra pieces pepperoni name which said nate said thank said going leave review walked restaurant which time repeated name times kept saying name nate nate name name nate rude pizza worth money salad good,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,1,43361.103368055556,UEGbVl3vlF-nglhmdTfZuA,0,0.020000000000000018,0.42000000000000004,0.001176470588235294,0.024117647058823518
2875,1,0,5VscQr8wwtbt-IspR-Heow,outstanding pizza like back street naples florence this place real deal outstanding ceasar salad service great inexpensive italian wine this might best pizzza area,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41647.08696759259,BMd9p4g8BSJDhrDi3SZE1w,0,0.42857142857142855,0.4428571428571428,0.0017647058823529412,0.028235294117647046
2876,1,2,Ndi6JMY6tg6Di-B3m4Dd5A,eager staff like they mission serve quiet cozy place what want first date need little energy from enviro well crafted baked watching flecks dough cook perfection their idea perfection looks little dark should like slight charring prosciutto ingredient real thing crust lean seems like flour water yeast salt little shortening this golden where your hand comes away greasy after grabbing slice excellent salad fresh romaine good sharp cheese dont like healthy dose dressing them lighten caesar tasty interesting selection italian wines small pour this artisans pizza deserves round rich cheesy pies that found elsewhere,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41203.040821759256,twAFfhzuAwvyqzLC5r6W0Q,1,0.09384920634920635,0.5087301587301587,0.0017647058823529412,0.028235294117647046
2880,0,2,I50WfoA2Vh02nIuFiFaZng,been here couple dozen times consistently excellent pizza apps salads service neighborhood worth traveling from other neighborhoods some pizzas great renditions classics some creative combinations pizza instance blends multiple cheeses crispy pancetta fried middle truly tasty treat like salty elana pizza made with olives soppressata salami,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41433.73509259259,aHX4jtJYIdRuJip7sSKSnw,0,0.3535714285714286,0.46071428571428574,0.0,0.028235294117647046
2893,0,1,EXcfDWjKZjM7_AALfkrHfQ,always love pizza salad from barros food quality always been great service provided their younger staff members could better some employees look straight high school need work their attitudes ordered food from wrong location last night manager took care rushing order well canceling order with other store props,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,4,42208.68239583333,jKXbK5HzKMXf_9Hquel50A,0,0.17055555555555557,0.4590740740740741,0.000588235294117647,0.0058823529411764705
2904,0,2,tZVJ9XgVUif9LAzbzcf8Yg,wife love this place have here many times count great salads gyros pita pizzas popular fairly healthy joint best places good dinner found,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,4,39638.24738425926,hfuhalehYPI89JCRSW1mSA,0,0.6571428571428571,0.5928571428571429,0.0,0.005294117647058822
2906,0,4,l87G47Imb68xKrZ2eQUtnQ,high expectations left very very very disappointed with food worst part lack service appalled rude untrained waiters called manager explain this place recommended neighbor hidden spot dine often were happy check pizza place ordered pizzas mamia vegetarian salad asked pizzas come with salad waitress brought pizzas with salad utensils plates peppers cheese reminded problem then disappeared made feel asking questions basic dining service worst dining experience ever decided first time write review,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,1,42228.20501157407,0qLsqtG4a-qCFAmNenTZ7A,0,-0.2756060606060606,0.6278787878787878,0.0,0.022352941176470582
2912,0,1,zg9C2H546O3WWSlfboDdpg,this place hole wall they have great pizza salads small place would still friendly,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,41204.187581018516,Exp1dB7sqnekDF37GMhl3g,0,0.30833333333333335,0.5499999999999999,0.0,0.011764705882352943
2934,0,0,jT4yo5-lq8ttSwLPDsR66g,this good food staying hilton close found this yelp pizzas ordered were fresh good toppings great crust delicious baked ziti with meatballs huge salads were huge full meats cheeses lots leftovers definitely will back next visit phoenix,pCWg4B0R5gauQR4SJ9VDmw,pCWg4B0R5gauQR4SJ9VDmw,4,42209.30774305556,B3_aw0o0ncQfRgPNMEVBtA,0,0.4227272727272727,0.5727272727272728,0.0,0.011764705882352943
2937,0,0,x_5yqZ-pXHVFcNVr5Qrg3w,great pizza reasonable price they also part tempe marketplace lunch deal where have card bogo pizza salad must have card this deal phoenix seasonal amazing sausage peppers mushrooms arugula asiago balsamic glaze,VEorEVsg8z7Ame1oSYNBdA,VEorEVsg8z7Ame1oSYNBdA,5,43159.80359953704,C8AgMUqNHF3ug9nl58S-_g,0,0.5333333333333333,0.75,0.0,0.002352941176470588
2941,1,3,1TTKpy4kHvNaJUwgxKqFFg,pizza heaven most absolute favorite place phoenix salad pizza pasta because vegan dont animals love restaurants that only serve actually make plant based options from scratch just like pizza heaven their homemade veggie balls dream mouth watering vegan baked ziti they have vegan cheese make most amazing pizza also love friendly service lorenzo favorite server always greets with smile calls sweetie always nice touch year woman thanks pizza heaven staff giving reliable place always fill hungry vegan tummies,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,43233.16375,4QVCF4oKq2r20_hzKRzT3A,3,0.37678571428571433,0.6357142857142856,0.000588235294117647,0.013529411764705884
2947,0,0,Gvhqy6RI3gwZOB7WFt0Fug,just lunched northern most humble location landing corporate restaurants excited find yelp that humble also located here provided great option bajillions homes homeowners nearby this center city girl backyard they have outside option earning phoenix restaurant least star atmosphere good service really efficient though lacking personality anyone have though shrimp pizza great looking shrimp before biting sure they were going bland have texture quite wrong veggie salad chop style salad quite good salt adds their fresh mozzarella salad husband reminds that adds high blood pressure fortunately blood pressure salt enjoy,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,4,40568.93417824074,4UC0KJYlvA6l-cHkvTn67g,0,0.21841666666666665,0.518111111111111,0.000588235294117647,0.029411764705882335
2962,0,0,TavH1Ow8vPKE4ZgoWtdlEA,learned about from hummus junior sells hummus some farmers markets around town restaurant location behind burger king which somewhat tricky find sometimes newbies restaurant numerous options meat meat eaters enjoy food friend mine attends school nearby numerous food allergies said food choices have been specifically gluten free they right most part like menu variety some things confuse such kung pasta there many things that hard choose hummus salads pizza pastas tamales which rather delicious more everything have eaten delicious really enjoy veggie wrap cook actually takes ones preferences makes food ordered lentil soup just sounds nothing interesting pretty tasty portions typically rather huge prepared with some food after youre finished thing that irritated once lack specific teas menu listed these interesting teas looking forward some server gave some plain fresh easy brand told could find anything else places that advertise these things then dont have them charge same that what advertised depending whos serving will depend service good servers unimpressive servers sometimes farmers markets hummus booth coupons meals usually server doesnt give stink using coupon they tend have specials from time time like free kids meals mothers something like that owner sabeur very friendly often talks customers while youre there,PWW_jT4tHP_r1S18ePJyTQ,PWW_jT4tHP_r1S18ePJyTQ,4,41096.82398148148,UJJYM5ZFG0imgJU9wQUuEw,0,0.26323891625615764,0.5626847290640394,0.0,0.0035294117647058825
2968,0,0,XHapM2PYyMVxst0l35KiAg,been going here since opened owner managed authentic cooking techniques with interesting modern variations oven authentic vesuvio brick oven imported from italy owner there site sometimes even running oven most staff been around years years love emiliana salad pizzas dolce della casa decadent scamorza serious cheese lover other deserts amazing well this pizza just good pizzeria bianco best more consistent have never long wait great atmosphere superb outdoor dining servers really friendly gorgeous owners fluffy white puppy sits attentively stool watching action behind while soccer probably playing,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,41234.14712962963,d196Lj2Pp_p0E7UNPZLIKg,0,0.3518115942028985,0.5496376811594202,0.000588235294117647,0.022352941176470582
2970,0,0,Hh8yRDgLBaN-cVFlmrBQeg,after hearing good things about this place finally made here lunch unfortunately after menu change expecting different choices upon entering first thing noticed that there wasnt much space there were maybe small tables near ordering counter just much patio this fast casual placeyou order counter theyll bring food menu somewhat small pick between pizza salad sandwich decided gyro corn pizza since wanted inside decided past ordering counter there were tables there skeptical since could kitchen waitstaff that area turned there restaurant seating that cant when werent sure were suppose there since looked more formal anyway food came within reasonable amount time decent gyro generously portioned pickle that came with gyro could have been more crisp tzatziki sauce pretty bland corn pizza also generous portion seemed quite good from bite main dislike this place layout seating shouldnt hidden back food slightly pricey none menu items jumped describe this place underwhelming least this place underground parking,wUKzaS1MHg94RGM6z8u9mw,wUKzaS1MHg94RGM6z8u9mw,2,40793.06768518518,s9tUUU2Ok12BXVaW79vGAA,0,0.06547619047619048,0.5210317460317461,0.0,0.004705882352941177
2978,2,6,ERiKMfHEOpzkEGm0OsAdEQ,went this location opening pizza outstanding classic salad well which fantastic pizza made with fresh ingredients fresh salad hello have dessert pizza well cant wait back,WWWufR135GEXKynwYjLdGg,WWWufR135GEXKynwYjLdGg,5,42850.12403935185,crOyh6Jzmr1XhNN7o_eOZg,4,0.2777777777777778,0.4902777777777778,0.001176470588235294,0.001176470588235294
2995,0,3,pWRQGuju3kgo8hSyn9MWaw,really this place small charming place that isnt overdone doesnt take itself seriousdefinitely romantic vibe nice break from town restaurants wine prices super cheap part because they sell wine retail prices theyll usually sample wines before pick your bottle evening food love house salad with gorgonzola dressing gorgonzola dressing bottle could pizza vegetarian cheese pizza both great love cheese definitely cheese cinque formaggi weve been times will back again soon,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,40529.6537962963,JMGXvgnZuoUfgPa1CJvrFA,0,0.2717948717948718,0.5512820512820512,0.000588235294117647,0.022352941176470582
3011,1,1,9Oi_SgNGQoiJ1PMPAl6KSw,margarita pretty good server warn tomato sauce that helpful know advance appreciate that side salad made boxed with that strange chemical taste didnt love that probably main reason rating again there pizza place across street that next,WWWufR135GEXKynwYjLdGg,WWWufR135GEXKynwYjLdGg,3,42932.07787037037,LX34ioZyqvjAY7UfVObOvQ,1,0.2611111111111111,0.44722222222222224,0.000588235294117647,0.001176470588235294
3013,2,4,tMtcopLV8hAMTkgR6rdw7g,this place some best brick oven pizza around discount salads because they awesome pizza where came here today lunch thoroughly enjoyed myself emiliana salad which arugula baby greens onions peppers pine nuts shaved parmigiano reggiano with balsamic vinaigrette also americana pizza which tomato sauce house made mozzarella pepperoni parmigiano reggiano awesome have also margherita pizza which very good ingredients fresh tasty would definitely recommend this place love come here have great glass wine along with pizza today work could have glass wine will back,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,5,39618.91962962963,o7NMUfN_8HrSC6waZkLpKA,3,0.601,0.613,0.000588235294117647,0.022352941176470582
3014,2,3,NQBpPvcLGCRM22l7craJxw,what will they think next hippies franchises have been popping everywhere past year from tacos burgers pizza soon breakfest chance experience their pizza today amazing ordered thick crust surpreme when opened pizza remind self that only spent dollars carry only location everything from pizza wings subs chips their awesome fresh made lemonades also desert they have their awesome brownies they lunch deal pizza slice with small salad drink only friendly service thing keep mind cash only there inside,YDZRlB762hEebm2OyZISiQ,YDZRlB762hEebm2OyZISiQ,5,40065.64681712963,VJO_AQDv8SneUYGEn_8OAw,0,0.16964285714285715,0.6517857142857143,0.000588235294117647,0.0011764705882352942
3019,0,0,vAeBhKkHmPSU8-WeVUlBfQ,tried this location first time because closer event friends were attending first cocern were number review compared other location ordered wise guys garden salads when salads arrived lettuce lots brown spots salads embarrassed because hyped this place friends they pretended notice most finish would have rated lower pizza disappoint will coming here anymore,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,2,42443.88385416667,U13Bl7i54rVjeboV3sC1Sw,0,0.315,0.4883333333333333,0.0,0.021764705882352936
3023,0,0,Z-TqBNfyWXQX1El2gfm9qg,really great flavorful pizza fast casual pizza place pizza salad absolutely gigantic everything tasted very fresh store very clean employees were really fast friendly,VEorEVsg8z7Ame1oSYNBdA,VEorEVsg8z7Ame1oSYNBdA,5,43139.78119212963,QOW993as2ytclp2Z_jJTWg,0,0.2677083333333333,0.7220833333333333,0.0,0.002352941176470588
3046,4,4,UVo55Sozv7iHHQ2ZE2N7Zw,adore maiziesthis what cenpho about have nice interior that makes this nerd feel when weather permits freakin sweet patio watch light rails drive back forth without care world have great selection gourmet hamburgersepic saladseven pizzas mood food change whimand youve covered using great ingredients even when feeling cheap youre beyond grasp your happy hour amazing because never ever back applebees down street beers wines apps delicious like burgers monday that simple good thoroughly enjoyed hoegaarden your selection chardonnay bottle service also swift everyone nice lady friend agree have really cute staff good eats good view great menu stars,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,5,40922.940729166665,YpGt3hdq5adPlEFn9fQ2Zw,3,0.5047222222222222,0.6673015873015873,0.0,0.0029411764705882353
3054,0,0,37kwv-Q9kdB6460nuyC_NQ,happy find vegan options pizza restaurant didnt have order garden salad family enjoyed vegan pizza,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,42417.629108796296,dmBDeD_SGHTam-q71mkZhQ,0,0.65,0.85,0.000588235294117647,0.013529411764705884
3064,0,0,KJbiozecejZdaFIXdeTKvw,love their chopped salad much will always every time come perfect meat cheese dressing flavorful first time came humble prosciutto pizza didnt love wasnt just favorite second time chicken pizza liked better really need like this pizza more than your typical chicken pizza still wasnt favorite better than prosciutto definitely back chopped salad another pizza search favorite know menu with choices available,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,42251.84491898148,riaO_Lw2qfLBu22FpdMA_w,0,0.2541666666666667,0.5716666666666667,0.0,0.029411764705882335
3065,0,0,gf717fZhPACXarJ7pe2JDA,foodies from portland oregon positive review gave this restaurant excellent caesar salad margarita pizza they were delicious,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42790.13826388889,kBxtS2UoTT0eH0rG9DGvOg,0,0.7424242424242425,0.8484848484848485,0.000588235294117647,0.028235294117647046
3066,0,0,kediTAkGqegC-7LMKsZ72g,second visit first visit this location love pizzas salads made fresh love their caesar salad with roasted garlic good staff friendly prices fair will definitely again,VEorEVsg8z7Ame1oSYNBdA,VEorEVsg8z7Ame1oSYNBdA,5,43092.890393518515,iMeXX-CLrPsWBWagyNp7-w,0,0.36944444444444446,0.5037037037037037,0.000588235294117647,0.002352941176470588
3069,1,5,lLvzh9B7d_fYmAU_XcehIA,location great tucked away midst clubby scenester areas wine selection pretty decent salads awesome pizza fantastic well light artisan style with great ingredients best part possibly dessert decadent delicious leave here dont have dolce youre crazy person this sweet spot take date meet someone lunch instead oreganos like their wine list particularly reds meant pick some take home since they have retail price well this review revised originally reviewed this talked about owners splitting that shit given star rating think feeling peer pressure with that score personally feel this great restaurant great area,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,5,39337.16060185185,oaaEXgQ3x51cXE3GTXrT1Q,3,0.41712962962962963,0.738888888888889,0.0,0.022352941176470582
3075,0,1,c8Kaf-1y3_T0lMgq35m5gQ,weve only been here lunch numerous occasions great lunch special pizza always been good their chopped salad favorites,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,41509.97143518519,seP6852TFT8sskMS1idvpA,0,0.37142857142857144,0.6842857142857143,0.000588235294117647,0.029411764705882335
3076,0,0,hfL4gHmH702OSNGvckmH3w,this pizza delivery take place love original crust pizza will either meat half extra cheese pepperoni option they always willing help make pizza really love their boneless wings family enjoys bone better like pick pizza make salad from salad dining also pizza tastes great everything fresh delicious dine always thin crust veggie employees nice enjoy,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,5,42939.81585648148,lcioT6pJnm8pEccqSYfk-Q,0,0.3583333333333334,0.6205128205128205,0.0,0.0058823529411764705
3081,0,0,4CbF5MZUiqmtePH_QOEDXg,went have dinner with family pizza here years great this time much little down several servers walked past without acknowledging were very awkward table right along side server station they moved when asked server very unpersonable didnt spend much time table sister have both worked servers were very polite enthusiasm blanket servers seemed like they hated being there ordered food minutes later appetizer salad arrived about minutes after ordered food arrived bothered come tell taking long apologize when food finally there pasta pretty good dinner salad ordered boring overpriced their wine beer selection good choices considering small this place will going back ever,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,2,42791.11756944445,Yrbu6Ojo1tN91aYjRLjmfg,0,-0.011867063492063502,0.49123015873015874,0.0,0.013529411764705884
3082,0,5,HKwV6AtgFboLclJWjsF7Fg,officially happy place yummy homemade cuban food mile from house worker headed over here lunch name would indicate buffet order anything buffet main dish other standard items available daily cuban sandwiches didnt these today they looked just like ones that sucked down miami plantainos maduros yummy caramelized plantains tostones smashed plantains fried little fritters good flan there little before noon place full crowd families suit types were greeted friendliest staff headed free table menu prices buffet vary they closed mondays take sold pound eating definitely best bargain this first visit each decided have buffet ensure sample much possible main buffet around items tried following pollo frita fried chicken fricas pollo sauce chicken both were juicy tender estofado jaudinera pulled pork with vegetables tomato sauce puerco asado unbelievably good roasted pork tender juicy with just right amount flavor yuca root served large slices tender yummo gris black beans rice frijol colorado beans addition they additional rices menudo little rolls these were only things that were somewhat generic soup thought this there smaller buffets with fresh fruits tossed salad with deserts which didnt even because were full added tostones smashed plantains fried little pancake like fritters plantainos maduros caramelized plantains that dusted with sugar sending them right over edge gastric heaven think these were each extra ended meal with cubano coffee mine lech flan really some best that have dense creamy with just perfect amount caramel sauce think coffees were each flans were well worth investment perfect ending wonderful meal lunch about each could have gotten under each just stuck buffet they have decent selection cuban latin drinks coke products pretty sure someone with corona they must serve beer well this place used pizza doesnt appear have gone through much updating dont expect much form atmosphere food really good fancy more like would someones home very clean wait staff extraordinarily nice they knew hadnt been there before kept asking everything questions half hours after entering place rolled ourselves back heat vowed back soon were full that would have been more comfortable they wheel barrow service that could have ported cars cest anyone there looking good alternative havana please check this place food isnt fancy schmancy very good authentic mama does cooking latin music background will have your toes tapping throughout your meal,ugmEOPSDyuKST64jXHZtVA,ugmEOPSDyuKST64jXHZtVA,4,39637.94758101852,dLWDy4yzVzMQuhjoEcRO0g,3,0.2659384572542467,0.5142007797270957,0.000588235294117647,0.000588235294117647
3091,0,0,2EEs6jtn4gibVak1_nuD3Q,loved went sunday evening with boyfriend livingsocial deal pizza sangria which were both fantastic also ordered salad which delish dont like salad dressing sure order dressing side quite were busy enjoying food that little dust storm blew through hardly noticed even though were sitting outside only complaint would that service little slow quaint quiet atmosphere that packed with hostesses servers jostling everywhere opinion quiet evening with fantastic food completely worth waiting little longer service this great place date night girls night check,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,40799.62666666666,IPX2Fiswc3uvy6HEOMZnXA,0,0.12476851851851853,0.533179012345679,0.000588235294117647,0.022352941176470582
3098,0,1,uLANbQYU-JUmZBy3aTlyRQ,cant believe this place only reviews been going devil decades wellbest pizza dough wings says husband dont wings anywhere pizza wings special normal choice along with salad mmmmmm,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,5,41705.30799768519,zuhRS5amz89mxNYa-4Irug,0,0.16904761904761903,0.7404761904761905,0.0,0.004705882352941176
3100,0,0,nduKsuf0dqvvNiYGZDu_KQ,amazing pasta pizza they have both flavorful gluten gluten free crust great caesar salad fantastic meatballs best part this place ambience beautiful outside patio with cute lighting foliage great wine menu boot,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,43065.118310185186,5r4-ZoT9PzYbJyigHxM9EA,0,0.5944444444444444,0.7166666666666667,0.0017647058823529412,0.022352941176470582
3103,0,0,rEMx5GCFqiHgJNMDG1tRkA,sons birthday party here were very impressed staff friendly just downright awesome purchased extra half hour play rooms because wanted last longer worked great kids were hungry ready pizza then speaking pizza really good also ordered salad very fresh full veggies again staff amazing incredibly helpful will definitely return next year birthday party highly recommend pump tempe,kC724vu3KdP_6QqiqbNAog,kC724vu3KdP_6QqiqbNAog,5,42744.699166666665,uP3O8m1VsIQsagKyOGdx5Q,0,0.39427083333333335,0.5452083333333333,0.001176470588235294,0.001176470588235294
3109,0,0,7GoQipa_l2Kunf0XVkrKGg,horrible waitress huge disappointment were town spring training this place recommended took over hour seated estimated hostess addition food thought this place must good complimentary bread served with plain olive flavor ordered green salad side mushrooms pizzas salad pizzas were nothing special good stop someone mushrooms ordered they were brought obviously forgotten brought them apologized charge them they were didnt have flavor worse part server never checked wasnt apologetic about forgetting mushrooms flag down check recommend,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,1,41722.16621527778,rCRoHPJIFhNZtxue54ZX3w,0,-0.009391534391534383,0.5514550264550263,0.0,0.021764705882352936
3111,0,2,sHP1E2VixoXvhphrmT9CPQ,give grazie four stars pizza pretty good salads ambience that makes this place really special very small quaint making perfect romantic spot date servers tend remember after just visit owner actually italian that gives this place another star authenticity alone pizza here that wasnt that great something with caramelized onions cant remember exactly otherwise wine list pretty good overall grazie great choice come date really with group friends quieter cozy vibe couples rather than party atmosphere pals,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,4,39119.66857638889,sYQyXDjGaJj7wfaqz5u8KQ,0,0.3188095238095238,0.5660952380952381,0.0,0.022352941176470582
3112,0,1,YyAWu08UVoHqt8mEGjUwsA,first time gadzooks arrived thursday afternoon there were seven line since single serve waited mins they offer enchiladas tacos chopped salad soup nachos ordered short enchilada added drink meats vegetarian options extra cost options like bison plus green salsas varying heat several cheeses also available small pizza oven mode operation heat everything thru gets served foil container ceramic bowl enchilada outstanding savory well marinated short fresh ingredients throughout they lose star slow service hopefully theyll find ways speed things excellent choice deep rich mexican flavor,fbQaKW0Lte0JQ_opbnjdKg,fbQaKW0Lte0JQ_opbnjdKg,4,43081.775555555556,fCWEsW3lhZk2RQ0zPrqvsw,0,0.12522321428571428,0.3920386904761905,0.0,0.0
3128,0,1,IPffPGhHNxBTvGJZPADVfw,been here times since initial coming sweet tomatoes still torn about which prefer this souper saladthe prices nicer there they that amazing homemade whipped cream this closer home more options today tried everything wonton salad probably favorite thing actual lettuce salad they really good pasta salad potato salad corn muffin moist with actual pieces corn them wish would have saved room another they three different types brushettaor however spell that like cheese bread with tomatoes other like cheese pizza also cheesy garlic bread type thing tomato basil soup really good reminded pizza sauce chicken noodle soup least favorite with chicken doughy noodles potato leek corn chowder were both amazing others were okay just remarkable their strawberry lemonade amazing their vanilla bean coffee their warm brownie bites with soft serve nuts their delicious sugar free chocolate mousse,NZAxQxXH0YkSzPOKd_Nv-w,NZAxQxXH0YkSzPOKd_Nv-w,5,41868.91189814815,wqcO86hX2t2X9MsDIsIwnQ,1,0.26145833333333335,0.6468750000000001,0.0,-0.000588235294117647
