,Unnamed: 0,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
3570,27107,"6245 E Bell Rd, Ste 101","{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u'u'free'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'HappyHour': u'True', u'RestaurantsTableService': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",iUHz8jIWjkbx6pXsTUNIaw,"Restaurants, Burgers, Sports Bars, Bars, American (Traditional), Nightlife",Scottsdale,"{u'Monday': u'11:0-2:0', u'Tuesday': u'11:0-2:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-2:0', u'Thursday': u'11:0-2:0', u'Sunday': u'11:0-2:0', u'Saturday': u'11:0-2:0'}",1,33.639741,-111.9443776,Arena Sports Grill,85254.0,128,3.5,AZ
3578,27145,7000 E Mayo Blvd,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'beer_and_wine'', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'WheelchairAccessible': u'True', u'RestaurantsTableService': u'True'}",Qw39dZRMZC0_XniRfskJGA,"Restaurants, Breakfast & Brunch, Diners, American (New), Burgers, American (Traditional)",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.655680364,-111.930081546,Denny's,85054.0,104,3.0,AZ
3598,27320,699 S Mill Ave,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'Alcohol': u''beer_and_wine''}",LBAkHJJfCoDj9aa5sc0Mxw,"Restaurants, Breakfast & Brunch, Ice Cream & Frozen Yogurt, American (New), Burgers, Steakhouses, Diners, Fast Food, Food, American (Traditional)",Tempe,"{u'Monday': u'10:0-23:0', u'Tuesday': u'10:0-23:0', u'Friday': u'10:0-3:0', u'Wednesday': u'10:0-23:0', u'Thursday': u'10:0-23:0', u'Sunday': u'10:0-23:0', u'Saturday': u'10:0-3:0'}",1,33.4233846,-111.9398479,Steak ’n Shake,85281.0,264,2.5,AZ
3611,27408,2910 W Thunderbird Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u''no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",fvCiBVBsoY8ixMJ7Esk33w,"Food, Burgers, American (New), Restaurants, American (Traditional), Fast Food",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.611166,-112.1209261,Whataburger,85053.0,45,3.0,AZ
3682,27914,"2000 E Rio Salado Pkwy, Ste 2105","{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'True', u'HasTV': u'True', u'GoodForKids': u'False', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u''full_bar''}",WEoivlVObGE03PiWvVvXYA,"Restaurants, Barbeque, Burgers, Steakhouses",Tempe,"{u'Monday': u'11:0-2:0', u'Tuesday': u'11:0-2:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-2:0', u'Thursday': u'11:0-2:0', u'Sunday': u'9:0-2:0', u'Saturday': u'11:0-2:0'}",0,33.433210772,-111.903336677,Cadillac Ranch,85281.0,175,2.5,AZ
3715,28265,3380 N Hayden Rd,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'HasTV': u'True', u'GoodForKids': u'True', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True'}",lrkP6ywHm3lJx5j1grR3-g,"Burgers, Fast Food, Restaurants",Scottsdale,"{u'Monday': u'6:0-2:0', u'Tuesday': u'6:0-2:0', u'Friday': u'6:0-2:0', u'Wednesday': u'6:0-2:0', u'Thursday': u'6:0-2:0', u'Sunday': u'6:0-2:0', u'Saturday': u'6:0-2:0'}",1,33.4867496,-111.9094392,Carl's Jr.,85251.0,21,2.5,AZ
3719,28293,9606 N 19th Ave,"{u'RestaurantsTableService': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''quiet'', u'WiFi': u''no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'none''}",bIqpLN-_q1XSKdgbi5GKRw,"Ice Cream & Frozen Yogurt, Food, Fast Food, Burgers, Restaurants",Phoenix,"{u'Monday': u'6:0-23:0', u'Tuesday': u'6:0-23:0', u'Friday': u'6:0-0:0', u'Wednesday': u'6:0-23:0', u'Thursday': u'6:0-23:0', u'Sunday': u'7:0-23:0', u'Saturday': u'6:0-0:0'}",1,33.5731475668,-112.1001154,Sonic Drive-In,85021.0,20,3.0,AZ
3768,28690,"2000 E Rio Salado Pkwy, Ste 1155","{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'Alcohol': u'u'beer_and_wine''}",sArY4vj_AtHLZoKHscD4ew,"Sandwiches, Hot Dogs, Restaurants, American (New), American (Traditional), Burgers",Tempe,"{u'Monday': u'10:30-22:0', u'Tuesday': u'10:30-22:0', u'Friday': u'10:30-22:30', u'Wednesday': u'10:30-22:0', u'Thursday': u'10:30-22:0', u'Sunday': u'10:30-22:0', u'Saturday': u'10:30-22:30'}",1,33.434119,-111.902019,Smashburger,85281.0,126,3.5,AZ
3781,28749,8950 E Mountain View Rd,"{u'GoodForMeal': u'{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'none'', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'False', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",AaKiOmXVX07mFYX-1ZWNqw,"Restaurants, American (Traditional), American (New), Breakfast & Brunch, Burgers",Scottsdale,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.57562,-111.88642,IHOP,85258.0,73,3.0,AZ
3823,29103,8970 E. Shea Blvd.,"{u'RestaurantsTableService': u'True', u'GoodForMeal': u'{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'Alcohol': u'u'full_bar''}",CUZu35ngL2-NyXIUuXEX0w,"Restaurants, Burgers, American (Traditional), Sandwiches",Scottsdale,"{u'Monday': u'11:0-22:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-23:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-22:0', u'Saturday': u'11:0-23:0'}",1,33.5830238,-111.8878787,Red Robin Gourmet Burgers,85260.0,111,3.0,AZ
3834,29199,901 E Curry Rd,"{u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",qH-EsuOC3k8ZZVBDuybEYQ,"Restaurants, Fast Food, Burgers",Tempe,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.4399964,-111.9260445,Jack in the Box,85281.0,6,2.0,AZ
3892,29742,4750 E Broadway Rd,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'WiFi': u'u'no'', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'Corkage': u'False', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BYOBCorkage': u''yes_free''}",oM_iooopkwnS7XnVS5kqlQ,"Restaurants, Sandwiches, Greek, Burgers",Phoenix,"{u'Friday': u'10:0-16:0', u'Tuesday': u'10:0-16:0', u'Thursday': u'10:0-16:0', u'Wednesday': u'10:0-16:0', u'Monday': u'10:0-16:0'}",1,33.4077046,-111.9793334,Jay's Gyro's,85040.0,71,3.5,AZ
3917,29967,7210 E 2nd St,"{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u'u'free'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}', u'GoodForDancing': u'False'}",3l54GTr8-E3XPbIxnF_sAA,"Nightlife, Sandwiches, Bars, American (New), Cafes, Burgers, Restaurants",Scottsdale,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-23:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-21:0', u'Saturday': u'11:0-15:0'}",1,33.4915029708,-111.925627,Rehab Burger Therapy,85251.0,2071,4.5,AZ
4023,30704,955 E University Dr,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'full_bar'', u'Caters': u'False', u'HasTV': u'True', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",U8rHQ_Sg8A2m291Y7WEfIg,"Burgers, Gastropubs, Sandwiches, Beer Bar, Pubs, Restaurants, Bars, Nightlife, Sports Bars, American (New)",Tempe,"{u'Monday': u'11:0-2:0', u'Tuesday': u'11:0-2:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-2:0', u'Thursday': u'11:0-2:0', u'Sunday': u'11:0-2:0', u'Saturday': u'11:0-2:0'}",1,33.4216885,-111.9243422,Devil's Advocate,85281.0,210,3.5,AZ
4027,30717,2103 W Happy Valley Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u''no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",Ou86-U4_LyA7Hni0yJQfzA,"American (Traditional), Burgers, Restaurants, Breakfast & Brunch, American (New)",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.71238,-112.10478,IHOP,85085.0,81,2.5,AZ
4039,30804,702 W Osborn Rd,"{u'RestaurantsTableService': u'False', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u''none'', u'DriveThru': u'True', u'BYOBCorkage': u''no''}",eZhrK4eAn47tNEDXwFr8OA,"Restaurants, Burgers",Phoenix,"{u'Monday': u'6:0-15:0', u'Tuesday': u'6:0-15:0', u'Friday': u'6:0-15:0', u'Wednesday': u'6:0-15:0', u'Thursday': u'6:0-15:0', u'Saturday': u'6:0-15:0'}",1,33.4880257,-112.0836628,Burger Factory,85013.0,122,3.5,AZ
4103,31469,20511 N Hayden Rd,"{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}'}",H2RlCPL094oe9Hiq2djYrg,"Restaurants, Pub Food, Burgers, American (New)",Scottsdale,"{u'Monday': u'11:0-0:0', u'Tuesday': u'11:0-0:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-0:0', u'Thursday': u'11:0-0:0', u'Sunday': u'11:0-0:0', u'Saturday': u'11:0-2:0'}",0,33.6720415948,-111.905007884,The Grind,85255.0,58,2.5,AZ
4104,31479,11425 E Via Linda,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'False', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'False', u'Alcohol': u''none''}",cVkCERGYfelZ9YOZTFl-qg,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",Scottsdale,"{u'Monday': u'4:0-23:0', u'Tuesday': u'4:0-23:0', u'Friday': u'4:0-0:0', u'Wednesday': u'4:0-23:0', u'Thursday': u'4:0-23:0', u'Sunday': u'4:0-23:0', u'Saturday': u'4:0-0:0'}",1,33.5891683047,-111.83563518,McDonald's,85259.0,23,2.5,AZ
4138,31683,450 W Indian School Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",HEmSK3apoP4xwVs0YkpNLQ,"Restaurants, Fast Food, American (Traditional), Burgers",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.4950855231,-112.079948634,Whataburger,85013.0,60,2.5,AZ
4166,31930,"7366 E Shea Blvd, Ste 112","{u'Alcohol': u''beer_and_wine'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u''casual'', u'WheelchairAccessible': u'True', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'WiFi': u''no'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'HappyHour': u'True', u'GoodForDancing': u'False', u'RestaurantsTableService': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'CoatCheck': u'False', u'DriveThru': u'False'}",PRUsjqm4hWbmmI_lgj6hzg,"Tacos, Restaurants, Burgers, Hot Dogs, Mexican, Nightlife, Bars",Scottsdale,"{u'Monday': u'11:0-21:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-21:0', u'Wednesday': u'11:0-21:0', u'Thursday': u'11:0-21:0', u'Sunday': u'11:0-21:0', u'Saturday': u'11:0-21:0'}",1,33.5843843752,-111.922472065,The Grande Stand,85260.0,157,4.0,AZ
